,employer,link,location,position_title,salary,excel,python,r,java,c,c++,matlab,sas,sql,tableau,hadoop,spark,power bi,tensorflow,keras,pytorch,theano,caffe,communication,problem solving,project management,consulting,presentation,leadership,documentation,marketing,lead,time management,collaborate,organize
1456,Crestron Electronics Inc,https://job-openings.monster.ca/regional-sales-director-canada-toronto-on-ca-crestron-electronics-inc/3e15932b-0984-453e-8360-f1114063a8b5,"Toronto, ON",Regional Sales Director - Canada,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1457,FGF,https://job-openings.monster.ca/quality-systems-co-op-4-or-8-month-winter-placement-greater-toronto-area-on-ca-fgf/4998e110-3e02-4762-a29b-6c60a4665dae,"Greater Toronto Area, ON",Quality Systems Co-op ( 4 or 8 Month Winter Placement),,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1458,Anchor Danly,https://job-openings.monster.ca/truck-driver-shipper-receiver-windsor-on-ca-anchor-danly/4768e124-3f5f-44da-8f03-c9679cb07810,"Windsor, ON",Truck Driver/Shipper Receiver,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,The City of Guelph,https://job-openings.monster.ca/wastewater-treatment-operator-guelph-on-ca-the-city-of-guelph/431bd4a3-c9a3-45f9-9552-74097e43866b,"Guelph, ON",Wastewater Treatment Operator,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1460,BonLook Inc.,https://job-openings.monster.ca/ecommerce-manager-montréal-qc-ca-bonlook-inc/2ff789bf-dbea-4411-83d6-a200fc8c1ef4,"Montréal, QC",eCommerce Manager,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1461,Amgen Inc,https://job-openings.monster.ca/senior-associate-–-protein-expression-burnaby-ca-amgen-inc/3e8b2eb0-ba47-47e8-b73d-c2ceb53b965b,Burnaby,Senior Associate – Protein Expression,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1462,TC Energy,https://job-openings.monster.ca/cybersecurity-architect-calgary-ab-ca-tc-energy/3d28bb1c-5ce2-4f74-9425-80db2af30a4b,"Calgary, AB",Cybersecurity Architect,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1463,Serco Inc.,https://job-openings.monster.ca/driver-examiner-2-ottawa-walkley-part-time-term-non-bilingual-ottawa-on-ca-serco-inc/1f0198e6-98d2-42bd-9b50-ad50cac2d393,"Ottawa, ON",Driver Examiner 2 - Ottawa Walkley - Part Time - Term - Non-Bilingual,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1464,SNC-Lavalin,https://job-openings.monster.ca/digital-rf-trunked-radio-system-das-ibs-design-specialist-toronto-on-ca-snc-lavalin/1d2725b9-25f4-4a3a-98ce-0ff9c2f18e7f,"Toronto, ON","Digital RF Trunked Radio System, DAS and IBS Design Specialist",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1465,Cvent,https://job-openings.monster.ca/senior-counsel-saas-enterprise-contracts-fredericton-nb-ca-cvent/3358fb26-86c7-4937-a4d9-9d8f1fceebfd,"Fredericton, NB","Senior Counsel, SaaS Enterprise Contracts",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1466,"Thales DIS CPL Canada, Inc",https://job-openings.monster.ca/security-technical-consultant-ottawa-on-ca-thales-dis-cpl-canada-inc/2ca622b0-c1ce-4bf1-a1b6-16ac5e08b7df,"Ottawa, ON",Security Technical Consultant,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1467,Bristol Myers Squibb,https://job-openings.monster.ca/senior-clinical-trial-manager-st-laurent-qc-ca-bristol-myers-squibb/1c305f4a-617a-4fca-a14e-02ee0419b04f,"St. Laurent, QC",Senior Clinical Trial Manager,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1468,Sunrise Senior Living,https://job-openings.monster.ca/housekeeper-full-time-temporary-burlington-on-ca-sunrise-senior-living/282615b9-35db-4cdc-b89b-34101d3fc6eb,"Burlington, ON",Housekeeper - Full Time (Temporary),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1469,Hatch,https://job-openings.monster.ca/mechanical-engineer-in-training-mississauga-on-ca-mississauga-on-ca-hatch/1bd4fc2b-69c6-45df-8991-bbd8e9a2b7c5,"Mississauga, ON","Mechanical Engineer-in-Training (Mississauga, ON, CA)",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1470,Serco Inc.,https://job-openings.monster.ca/driver-examiner-2-newmarket-part-time-term-non-bilingual-newmarket-on-ca-serco-inc/181ae8ca-cef9-42c5-9efa-42e61bc10352,"Newmarket, ON",Driver Examiner 2 - Newmarket - Part Time - Term - Non-Bilingual,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1471,Enbridge Inc,https://job-openings.monster.ca/regional-maximo-administrator-hardisty-ab-ca-enbridge-inc/0e6a2759-ce99-42c5-b11a-c146cedabe39,"Hardisty, AB",Regional Maximo Administrator,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1472,ThirdChannel,https://job-openings.monster.ca/4moms-brand-rep-part-time-flexible-schedule-on-on-ca-thirdchannel/095b5b74-c7b2-4c3a-8f4b-084a15851b6c,"ON, ON","4Moms Brand Rep - part-time, flexible schedule",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1473,Serco,https://job-openings.monster.ca/driver-examiner-2-ottawa-canotek-part-time-term-non-bilingual-ottawa-on-ca-serco/07940052-10d1-41ff-9cd9-0e2138fbce3d,"Ottawa, ON",Driver Examiner 2 - Ottawa Canotek - Part Time - Term - Non-Bilingual,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1474,SNC-Lavalin,https://job-openings.monster.ca/intermediate-feeder-piping-engineer-for-site-support-kincardine-on-ca-snc-lavalin/06243718-f02e-41f6-9093-3d9ba9093924,"Kincardine, ON",Intermediate Feeder Piping Engineer for Site Support,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475,Finning,https://job-openings.monster.ca/parts-sales-customer-service-manager-leeds-gb-ca-finning/02991d6d-ba2f-48aa-b725-ce8b3802de43,"Leeds, GB",Parts Sales & Customer Service Manager,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1476,Serco,https://job-openings.monster.ca/driver-examiner-2-kingston-part-time-term-non-bilingual-kingston-on-ca-serco/fa7ff9a6-5194-4875-b6a6-4c36a460e0e8,"Kingston, ON",Driver Examiner 2 - Kingston - Part Time - Term - Non-Bilingual,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1477,Flir,https://job-openings.monster.ca/product-manager-machine-vision-richmond-ca-flir/1e6578ed-5d3d-4a74-816d-251c429984c7,Richmond,"Product Manager, Machine Vision",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1478,shopkick,https://job-openings.monster.ca/senior-product-manager-toronto-on-ca-shopkick/1e537931-31ea-451c-b65c-968f0f1ce15d,"Toronto, ON",Senior Product Manager,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1479,Serco,https://job-openings.monster.ca/driver-examiner-2-windsor-part-time-term-non-bilingual-windsor-on-ca-serco/f3681c0d-af37-4118-8ba5-49ff6f52b386,"Windsor, ON",Driver Examiner 2 - Windsor - Part Time - Term - Non-Bilingual,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1480,Colgate-Palmolive Company,https://job-openings.monster.ca/customer-analytics-manager-grocery-toronto-qc-ca-toronto-qc-ca-colgate-palmolive-company/1c4404c7-ad34-4807-83ab-f459c95a8560,"Toronto, QC","Customer Analytics Manager - Grocery (Toronto, QC, CA)",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1481,SAS Institute Inc,https://job-openings.monster.ca/communications-advocacy-marketing-specialist-toronto-on-ca-sas-institute-inc/1a0a0f5e-b927-4f75-9b19-e2d91799de02,"Toronto, ON",Communications & Advocacy Marketing Specialist,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1482,Confidential Company,https://job-openings.monster.ca/land-agent-land-acquisition-specialist-toronto-on-toronto-on-ca-confidential-company/19797d91-b9bb-4d27-84e6-f22cb37c0519,"Toronto, ON","Land Agent/Land Acquisition Specialist - Toronto, ON",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483,Maxxam Analytics,https://job-openings.monster.ca/sample-logistics-technician-trainee-mississauga-on-ca-maxxam-analytics/d85b32fe-47d5-4586-9e48-d9d2d670c338,"Mississauga, ON",Sample Logistics Technician Trainee,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1484,Halton Healthcare,https://job-openings.monster.ca/porter-oakville-on-ca-halton-healthcare/d7c520cd-c604-47ec-8bc2-0e44fe4e12e7,"Oakville, ON",Porter,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485,Weston Foods,https://job-openings.monster.ca/qa-technician-amherst-ns-ca-weston-foods/d7ad779d-312d-482e-b45e-ce5145e8aef4,"Amherst, NS",QA Technician,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1486,"FLIR Systems, Inc.",https://job-openings.monster.ca/product-manager-machine-vision-richmond-bc-ca-flir-systems-inc/08e3c0b5-e2a3-4be1-ab35-fc6ee390158a,"Richmond, BC","Product Manager, Machine Vision",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1487,Serco,https://job-openings.monster.ca/driver-examiner-2-brantford-part-time-term-non-bilingual-brantford-on-ca-serco/c49c5ada-0851-419e-b32a-ed6a91995a73,"Brantford, ON",Driver Examiner 2 - Brantford - Part Time - Term - Non-Bilingual,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1488,City of Guelph,https://job-openings.monster.ca/wastewater-treatment-operator-guelph-on-ca-city-of-guelph/05594fdc-0e11-4579-9ff2-26799977fa2d,"Guelph, ON",Wastewater Treatment Operator,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1489,Halton Healthcare,https://job-openings.monster.ca/rpn-tpt-complex-transitional-care-gh-georgetown-on-ca-halton-healthcare/c32fe0c6-ffe3-48a9-b8c2-5a0cae419b39,"Georgetown, ON",RPN - TPT - Complex Transitional Care - GH,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1490,Halton Healthcare,https://job-openings.monster.ca/registered-practical-nurse-oakville-on-ca-halton-healthcare/c1c1e1cb-4c89-409d-b048-1698545860a8,"Oakville, ON",Registered Practical Nurse,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1491,Crestron Electronics Inc,https://job-openings.monster.ca/regional-sales-director-canada-toronto-on-ca-crestron-electronics-inc/ac390078-b898-4ed8-8f76-8fc9a135b202,"Toronto, ON",Regional Sales Director - Canada,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1492,Halton Healthcare,https://job-openings.monster.ca/registered-practical-nurse-ft-nursing-resource-team-oakville-on-ca-halton-healthcare/9e108bc5-3439-4e92-b516-ea27f7ac13d5,"Oakville, ON",Registered Practical Nurse - FT - Nursing Resource Team,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1493,Weston Foods,https://job-openings.monster.ca/mixer-morning-shift-vaughan-on-ca-weston-foods/9276c3e9-4424-48de-89f7-35b35dff8b53,"Vaughan, ON",Mixer - Morning Shift,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1494,Abbott,https://job-openings.monster.ca/engineer-intermediate-quality-operations-abbott-point-of-care-ottawa-ottawa-on-ca-abbott/8c367f10-ddf3-4666-b8a0-16a79c5f6063,"Ottawa, ON","Engineer, Intermediate (Quality Operations), Abbott Point of Care (Ottawa)",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1495,Williams Engineering Canada Inc.,https://job-openings.monster.ca/building-science-engineering-manager-edmonton-ab-ca-williams-engineering-canada-inc/ca89b2ab-8757-4aec-acb1-beb06bc97a28,"Edmonton, AB",Building Science Engineering Manager,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1496,Dillon Consulting Limited,https://job-openings.monster.ca/civil-engineering-technologist-london-on-ca-dillon-consulting-limited/ec7f697e-3640-49c8-9bc3-4fcbedc38c4f,"London, ON",Civil Engineering Technologist,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1497,Serco Inc.,https://job-openings.monster.ca/driver-examiner-2-brantford-part-time-term-non-bilingual-brantford-on-ca-serco-inc/8b8526e4-3f88-439d-8303-9923aa8d9dbe,"Brantford, ON",Driver Examiner 2 - Brantford - Part Time - Term - Non-Bilingual,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1498,Canadian Blood Services,https://job-openings.monster.ca/plasma-nurse-lethbridge-ab-ca-canadian-blood-services/e4585880-c929-4813-9ea1-24937c1144ed,"Lethbridge, AB",Plasma Nurse,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1499,Nelson Motors & Equipment,https://job-openings.monster.ca/precision-agriculture-specialist-avonlea-sk-ca-nelson-motors-equipment/e05260fa-614a-4163-a93d-cd76eaa67f73,"Avonlea, SK",Precision Agriculture Specialist,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1500,BC Centre for Disease Control (BCCDC),https://job-openings.monster.ca/laboratory-assistant-lml-central-call-centre-bccdc-labs-vancouver-bc-ca-bc-centre-for-disease-control-bccdc/dd6be1e9-20ad-46dd-ac68-d21333921daf,"Vancouver, BC","Laboratory Assistant, LML Central Call Centre - BCCDC Labs",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1501,Alberta Motor Association,https://job-openings.monster.ca/manager-business-transformation-insurance-edmonton-ab-ca-alberta-motor-association/8a1e6c7e-7716-4a43-b436-070c736f888c,"Edmonton, AB","Manager, Business Transformation (Insurance)",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1502,Humanify360,https://job-openings.monster.ca/scientifique-de-données-montréal-qc-ca-humanify360/75d8d9b8-cd77-4db1-a37e-b0e97e21b4d8,"Montréal, QC",Scientifique de données,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1503,Serco,https://job-openings.monster.ca/driver-examiner-2-guelph-part-time-term-non-bilingual-guelph-on-ca-serco/5c3a8a9d-e0ec-409a-91ee-d6f598233256,"Guelph, ON",Driver Examiner 2 - Guelph - Part Time - Term - Non-Bilingual,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1504,TransAlta,https://job-openings.monster.ca/mechanical-engineering-student-ab-thermal-duffield-ab-ca-duffield-ab-ca-transalta/59a6214c-3de3-493e-b0e6-2736b071e5c6,"Duffield, AB","Mechanical Engineering Student - AB Thermal (Duffield, AB, CA)",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1505,"Thales Digital Solutions Inc., Research & Technology",https://job-openings.monster.ca/optimization-operational-research-scientist-quebec-city-qc-ca-thales-digital-solutions-inc-research-technology/c8337eb0-f43d-4cc3-9d4b-abc7ed658d06,"Quebec City, QC",Optimization Operational Research Scientist,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1506,DynaLife,https://job-openings.monster.ca/medical-laboratory-assistant-ii-edmonton-ab-ca-dynalife/c660f082-2d82-47a8-b248-40e70150157c,"Edmonton, AB",Medical Laboratory Assistant II,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1507,Procter & Gamble,https://job-openings.monster.ca/sales-manager-lambayeque-pe-ca-procter-gamble/c08976f1-9f6c-4d27-b708-d8c4d99da355,"Lambayeque, PE",Sales Manager,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1508,Halton Healthcare,https://job-openings.monster.ca/registered-nurse-cas-surgical-day-care-pacu-x2-georgetown-on-ca-halton-healthcare/4a4d2f90-9507-4195-b744-a12ce6afa71c,"Georgetown, ON",Registered Nurse - CAS - Surgical Day Care & PACU (x2),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509,Atlantic Gold,https://job-openings.monster.ca/heavy-equipment-technician-ca-atlantic-gold/464dc9c3-6121-42fb-b2d1-158eb1ad94de,,Heavy Equipment Technician,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1510,TransAlta,https://job-openings.monster.ca/electrical-engineering-student-ab-thermal-duffield-ab-ca-duffield-ab-ca-transalta/377bb4dc-06f0-40a3-bbe0-cf86116892ec,"Duffield, AB","Electrical Engineering Student - AB Thermal (Duffield, AB, CA)",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1511,The Skyline Group of Companies,https://job-openings.monster.ca/collections-specialist-guelph-on-ca-the-skyline-group-of-companies/b95bdcde-17bd-46af-88ad-0deb034e85c3,"Guelph, ON",Collections Specialist,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1512,SPUD.ca,https://job-openings.monster.ca/e-file-clerk-full-time-whyte-ave-edmonton-ab-ca-spud-ca/b677db1c-0a1a-4886-939f-6bd5ce3ad35f,"Edmonton, AB",E-File Clerk Full-time (Whyte Ave),,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,Palliser,https://job-openings.monster.ca/hr-analyst-16-month-ft-term-winnipeg-mb-ca-palliser/b31ef861-4786-4ccc-9c99-ca94443fca29,"Winnipeg, MB",HR Analyst - 16 month FT Term,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
