,employer,link,location,position_title,salary,excel,python,r,java,c,c++,matlab,sas,sql,tableau,hadoop,spark,power bi,tensorflow,keras,pytorch,theano,caffe,communication,problem solving,project management,consulting,presentation,leadership,documentation,marketing,lead,time management,collaborate,organize
177,Intellex Systems Group,https://job-openings.monster.ca/full-stack-developer-edmonton-ab-ca-intellex-systems-group/221930399,"Edmonton, AB",Full Stack Developer,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Procom,https://job-openings.monster.ca/data-engineer-ottawa-on-ca-procom/222048395,"Ottawa, ON",Data Engineer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,"Modis, Inc.",https://job-openings.monster.ca/business-analyst-toronto-on-ca-modis-inc/221297083,"Toronto, ON",Business Analyst,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
180,Eagle Professional Resources Inc,https://job-openings.monster.ca/data-scientist-fraud-detection-toronto-gta-on-ca-eagle-professional-resources-inc/221253269,"Toronto/GTA, ON",Data Scientist - Fraud Detection,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Precision ERP,https://job-openings.monster.ca/etl-developer-ibm-tools-ottawa-on-ca-precision-erp/221922320,"Ottawa, ON",ETL Developer-IBM Tools,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Procom,https://job-openings.monster.ca/datawarehouse-developer-toronto-on-ca-procom/221412135,"Toronto, ON",Datawarehouse Developer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,TAL Group Inc,https://job-openings.monster.ca/solution-architect-toronto-on-ca-tal-group-inc/221461776,"Toronto, ON",Solution Architect,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Procom,https://job-openings.monster.ca/software-r-d-engineer-calgary-ab-ca-procom/221374496,"Calgary, AB",Software R&D Engineer,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Eagle Professional Resources Inc,https://job-openings.monster.ca/systems-testing-qa-specialist-toronto-gta-on-ca-eagle-professional-resources-inc/221951163,"Toronto/GTA, ON",Systems Testing/QA Specialist,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
186,Eagle Professional Resources Inc,https://job-openings.monster.ca/programmer-developer-toronto-gta-on-ca-eagle-professional-resources-inc/221835563,"Toronto/GTA, ON",Programmer/Developer,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
187,Eagle Professional Resources Inc,https://job-openings.monster.ca/programmer-developer-toronto-gta-on-ca-eagle-professional-resources-inc/221834212,"Toronto/GTA, ON",Programmer/Developer,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
188,Randstad,https://job-openings.monster.ca/electrician-cambridge-on-ca-randstad/221368199,"Cambridge, ON",electrician,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Radiant Systems Inc,https://job-openings.monster.ca/devops-engineer-vancouver-bc-ca-radiant-systems-inc/221993969,"Vancouver, BC",DevOps Engineer,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
190,Randstad,https://job-openings.monster.ca/cognos-developer-level-3-toronto-on-ca-randstad/221795639,"Toronto, ON",Cognos Developer - Level 3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
191,Procom,https://job-openings.monster.ca/senior-data-analyst-mississauga-on-ca-procom/221690043,"Mississauga, ON",Senior Data Analyst,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
192,Eagle Professional Resources Inc,https://job-openings.monster.ca/systems-analyst-toronto-gta-on-ca-eagle-professional-resources-inc/221577713,"Toronto/GTA, ON",Systems Analyst,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Procom,https://job-openings.monster.ca/office-365-licensing-specialist-burnaby-bc-ca-procom/221702765,"Burnaby, BC",Office 365 Licensing Specialist,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
194,Procom,https://job-openings.monster.ca/ms-dynamics-crm-programmer-developer-toronto-on-ca-procom/221589217,"Toronto, ON",MS Dynamics CRM Programmer/Developer,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Procom,https://job-openings.monster.ca/data-engineer-–-hadoop-w-python-or-sql-shell-toronto-on-ca-procom/221553252,"Toronto, ON",Data Engineer – Hadoop w Python or SQL Shell,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Randstad,https://job-openings.monster.ca/data-engineer-montreal-qc-ca-randstad/221883240,"Montreal, QC",Data Engineer,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,TalentBurst Inc,https://job-openings.monster.ca/devops-engineer-vancouver-bc-ca-talentburst-inc/221978855,"Vancouver, BC",DevOps Engineer,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
198,Procom,https://job-openings.monster.ca/senior-java-developer-ottawa-on-ca-procom/221952425,"Ottawa, ON",Senior Java Developer,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
199,Eagle Professional Resources Inc,https://job-openings.monster.ca/programmer-developer-toronto-gta-on-ca-eagle-professional-resources-inc/221461093,"Toronto/GTA, ON",Programmer/Developer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
200,Randstad,https://job-openings.monster.ca/plant-operations-labourer-hubbards-ns-ca-randstad/221699796,"Hubbards, NS",Plant Operations Labourer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Procom,https://job-openings.monster.ca/senior-business-analyst-vancouver-bc-ca-procom/221810115,"Vancouver, BC",Senior Business Analyst,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
202,Eagle Professional Resources,https://job-openings.monster.ca/technical-consulting-sr-technical-consultant-ottawa-on-ca-eagle-professional-resources/221938942,"Ottawa, ON",Technical Consulting - Sr. Technical Consultant,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Procom,https://job-openings.monster.ca/security-analyst-it-spécialiste-en-sécurité-it-montréal-qc-ca-procom/221692577,"Montréal, QC",Security Analyst IT / Spécialiste en sécurité IT,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
204,Procom,https://job-openings.monster.ca/etl-developer-informatica-toronto-on-ca-procom/221380071,"Toronto, ON",ETL Developer - Informatica,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
205,Procom,https://job-openings.monster.ca/senior-business-analyst-options-–-consolidated-audit-trail-cat-toronto-on-ca-procom/221722346,"Toronto, ON","Senior Business Analyst, Options – Consolidated Audit Trail (CAT)",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Randstad,https://job-openings.monster.ca/microstrategy-developer-business-intelligence-toronto-on-ca-randstad/221253274,"Toronto, ON",MicroStrategy  Developer (Business Intelligence),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,Randstad,https://job-openings.monster.ca/intermediate-software-developer-node-typescript-aws-toronto-on-ca-randstad/221365204,"Toronto, ON",Intermediate Software Developer (Node/Typescript/AWS),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
208,Eagle Professional Resources,https://job-openings.monster.ca/business-intelligence-developer-powerbi-ca-eagle-professional-resources/221890284,,Business Intelligence Developer - PowerBI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
209,Procom,https://job-openings.monster.ca/spécialiste-senior-elastic-stack-montréal-qc-ca-procom/221590916,"Montréal, QC",Spécialiste Senior Elastic Stack,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
210,T.E.S. Employment Solution,https://job-openings.monster.ca/java-developer-montreal-qc-ca-t-e-s-employment-solution/221208366,"MONTREAL, QC",Java developer,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,Intellex Systems Group,https://job-openings.monster.ca/net-developer-2-toronto-on-ca-intellex-systems-group/221415166,"Toronto, ON",.NET Developer (2),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
212,T.E.S. Employment Solution,https://job-openings.monster.ca/senior-java-developer-pointe-claire-qc-ca-t-e-s-employment-solution/221887010,"Pointe-Claire, QC",Senior Java Developer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
213,MatchBox Consulting Group,https://job-openings.monster.ca/data-analyst-vancouver-bc-ca-matchbox-consulting-group/221174397,"vancouver, BC",Data Analyst,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
214,Eagle Professional Resources Inc,https://job-openings.monster.ca/systems-analyst-toronto-gta-on-ca-eagle-professional-resources-inc/221457718,"Toronto/GTA, ON",Systems Analyst,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,Randstad,https://job-openings.monster.ca/programmer-developer-ebs-level-3-toronto-on-ca-randstad/221829112,"Toronto, ON",Programmer/Developer  (EBS) - Level 3,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
216,Procom,https://job-openings.monster.ca/product-owner-data-analytics-reporting-solutions-mississauga-on-ca-procom/221884413,"Mississauga, ON",Product Owner - Data Analytics & Reporting Solutions,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
217,Procom,https://job-openings.monster.ca/safety-engineering-specialist-toronto-on-ca-procom/221194135,"Toronto, ON",Safety Engineering Specialist,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,Eagle Professional Resources,https://job-openings.monster.ca/data-management-analyst-edmonton-ab-ca-eagle-professional-resources/221777956,"Edmonton, AB",Data Management Analyst,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Eagle Professional Resources Inc,https://job-openings.monster.ca/senior-consultant-credit-card-analytics-toronto-gta-on-ca-eagle-professional-resources-inc/221336875,"Toronto/GTA, ON","Senior Consultant, Credit Card Analytics",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
220,Procom,https://job-openings.monster.ca/front-end-programmer-developer-toronto-on-ca-procom/221167602,"Toronto, ON",Front End Programmer/Developer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
221,Procom,https://job-openings.monster.ca/front-end-engineer-vancouver-bc-ca-procom/221569148,"Vancouver, BC",Front End Engineer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
222,Osborne,https://job-openings.monster.ca/recruitment-consultant-toronto-on-ca-osborne/221739474,"Toronto, ON",Recruitment Consultant,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
223,Randstad,https://job-openings.monster.ca/front-end-application-developer-toronto-on-ca-randstad/221589779,"Toronto, ON",Front-End Application Developer,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
224,Randstad,https://job-openings.monster.ca/plant-operations-labourer-halifax-ns-ca-randstad/221927313,"Halifax, NS",Plant Operations Labourer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,Randstad,https://job-openings.monster.ca/business-systems-administrator-1734-montreal-qc-ca-randstad/221339011,"Montreal, QC",Business Systems Administrator  - 1734,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
226,T.E.S. Employment Solution,https://job-openings.monster.ca/java-core-montreal-qc-ca-t-e-s-employment-solution/221886952,"MONTREAL, QC",Java Core,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
227,Procom,https://job-openings.monster.ca/sap-bw-data-management-analyst-calgary-ab-ca-procom/221769142,"Calgary, AB",SAP BW Data Management Analyst,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Procom,https://job-openings.monster.ca/developer-–-postgres-nifi-toronto-on-ca-procom/222039769,"Toronto, ON",Developer – PostGres/Nifi,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,Procom,https://job-openings.monster.ca/senior-it-applications-security-consultant-toronto-on-ca-procom/222008210,"Toronto, ON",Senior IT Applications Security Consultant,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
230,TAL Group Inc,https://job-openings.monster.ca/full-stack-mern-developer-toronto-on-ca-tal-group-inc/221680240,"Toronto, ON",Full Stack MERN Developer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,"Modis, Inc.",https://job-openings.monster.ca/intermediate-data-scientist-security-analytics-toronto-on-ca-modis-inc/221581393,"Toronto, ON","Intermediate Data Scientist, Security Analytics",,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
232,Randstad,https://job-openings.monster.ca/demand-planner-mississauga-on-ca-randstad/221504652,"Mississauga, ON",Demand Planner,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
233,T.E.S. Employment Solution,https://job-openings.monster.ca/java-developer-montreal-qc-ca-t-e-s-employment-solution/221634779,"MONTREAL, QC",Java Developer,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,T.E.S. Employment Solution,https://job-openings.monster.ca/senior-quality-analyst-salesforce-apex-sdet-automation-jira-burnaby-bc-ca-t-e-s-employment-solution/221887024,"Burnaby, BC","Senior Quality Analyst (Salesforce, Apex, SDET Automation,Jira)",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Randstad,https://job-openings.monster.ca/millwright-guelph-on-ca-randstad/221879544,"Guelph, ON",millwright,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,Procom,https://job-openings.monster.ca/bilingual-business-analyst-–-data-management-governance-toronto-on-ca-procom/221924893,"Toronto, ON",Bilingual Business Analyst – Data Management/Governance,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Randstad,https://job-openings.monster.ca/programmer-developer-level-3-ms-dynamics-to-cloud-toronto-on-ca-randstad/221555301,"Toronto, ON",Programmer/Developer - Level 3  (MS Dynamics to cloud),,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Eagle Professional Resources,https://job-openings.monster.ca/business-intelligence-developer-powerbi-calgary-ab-ca-eagle-professional-resources/221691394,"Calgary, AB",Business Intelligence Developer - PowerBI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
239,Eagle Professional Resources Inc,https://job-openings.monster.ca/programmer-developer-toronto-gta-on-ca-eagle-professional-resources-inc/221530186,"Toronto/GTA, ON",Programmer/Developer,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
240,Procom,https://job-openings.monster.ca/database-developer-edmonton-ab-ca-procom/221797222,"Edmonton, AB",Database Developer,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,Procom,https://job-openings.monster.ca/sap-bi-developer-vancouver-bc-ca-procom/221214397,"Vancouver, BC",SAP BI Developer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,Eagle Professional Resources Inc,https://job-openings.monster.ca/systems-analyst-toronto-gta-on-ca-eagle-professional-resources-inc/221245669,"Toronto/GTA, ON",Systems Analyst,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,Randstad,https://job-openings.monster.ca/fullstack-php-developer-toronto-toronto-on-ca-randstad/221691796,"Toronto, ON","Fullstack PHP Developer, Toronto",,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
244,Randstad,https://job-openings.monster.ca/systems-analyst-toronto-on-ca-randstad/221206489,"Toronto, ON",Systems Analyst,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Procom,https://job-openings.monster.ca/data-specialist-–-azure-st-catharines-on-ca-procom/221290842,"St. Catharines, ON",Data Specialist – Azure,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
246,Procom,https://job-openings.monster.ca/java-developer-mississauga-on-ca-procom/221416047,"Mississauga, ON",Java Developer,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
