,company,job_description,job_title,job_url,location,salary
553,Canada Life Assurance Company,"descriptionwe are canada life being a part of canada life means you have a voice. this is a place where your unique background, perspectives and talents are valued, and shape our future success.  you can be your best here. you’re part of a diverse and inclusive workplace where your career and well-being are championed. you’ll have the opportunity to excel in your way, finding new and better ways to deliver exceptional customer and advisor experiences.  together, as part of a great team, you’ll deliver on our shared purpose to improve the well-being of canadians. it’s our driving force. become part of a strong and successful company that’s trusted by millions of canadians to do the right thing.   be your best at canada life. we are looking for a senior mortgage aministrative specialist reporting to the manager, mortgage administration the mortgage administration specialist is responsible for administrative functions related to the commercial mortgage portfolio of canada life. this position is responsible for ensuring accurate processing of mortgage transactions to the precision mortgage system. the ideal candidate for this role is an enthusiastic, detail-oriented multi-tasker who thrives in a fast paced environment.  what you will do  perform the management, maintenance and monitoring of all commercial mortgages including  the collection of payments and production of the semi-monthly eft transmissions.foster a positive relationship and provide customer service to commercial borrowers and solicitors. control all monetary and tax arrears for applicable region.establish records for all new mortgage transactions to enable disbursement of funds.monitor and ensure that all maturing mortgages are repaid, renewed or extended. what you will bring minimum 3 years administrative experience with knowledge in commercial mortgages considered advantageous.  excellent communication skills both written and oral.basic accounting skills with strong math skills.strong interpersonal skills with proven ability to provide exceptional customer service.ability to work independently as well as within a team environment.good organizational skill with strong attention to detail, ability to prioritize, multi-task and meet deadlines.demonstrated microsoft office skills (word, excel).be your best at canada life- apply today  canada life serves the financial security needs of more than 13 million people across canada, with additional operations in europe and the united states. as members of the power financial corporation group of companies, we’re one of canada’s leading insurers with interests in life insurance, health insurance, investment and retirement savings. we offer a broad portfolio of financial and benefit plan solutions for individuals, families, businesses and organizations.     we are committed to providing an inclusive, accessible environment, where all employees and customers feel valued, respected and supported. we are dedicated to building a workforce that reflects the diversity of the communities in which we live, and to creating an environment where every employee has the opportunity to reach their potential.        canada life would like to thank all applicants, however only those who qualify for an interview will be contacted",Senior Mortgage Administrative Specialist,https://job-openings.monster.ca/senior-mortgage-administrative-specialist-winnipeg-mb-ca-canada-life-assurance-company/a98d31d4-ffeb-4cc5-ad65-58363d766fa0,"Winnipeg, MB",
554,Digital Realty,"descriptionopportunity snapshotthe manager-facility engineering is the technical lead for all data center engineering operations at one or more facilities and is responsible for the direct supervision of facility and data center engineers. he/she reports directly to the data center manager and is responsible for the review/approval/implementation of sops/mops/eops for the site and the proper implementation and training of these procedures. the manager-facility engineering responsibilities include oversight of general facility operations, and will work in conjunction with the site remote hands, security, and janitorial teams. the manager-facility engineering will have experience in data center mechanical, electrical, and plumbing systems. he/she will possess knowledge of large scale data centers, including state-of-the-art electrical distribution systems, static and rotary ups, emergency standby generation, fire alarm/suppression and monitoring systems. in addition, the manager-facility engineering will be accountable for the coordination and completion of all significant planned and emergency maintenance events for the facility and confirm these activities are executed in a controlled and proven method to ensure the reliability of the critical loads supported by these systems. the manager-facility engineering is ultimately responsible for identifying, evaluating, and executing operational strategies with the local site engineers to achieve the highest level of availability.the requirements5 years related facility management experience in data center operations (or related electrical or mechanical engineering field) managing or leading data center operations teams in a large scale mission critical environment. bachelor’s degree in electrical or mechanical engineering is preferred.solid and proven experience in the construction, commissioning, acceptance and operation of mission critical systems, including state-of-the-art electrical distribution systems, static and rotary ups, hvac systems, chillers, emergency standby generation, fire alarm/suppression and monitoring systemsstrong understanding of infrastructure redundancy configurations and equipment and their risks (n+1, 2n, ats/ sts, failover scenarios)proficient in reading/understanding mep drawings.knowledge of structured cabling systems, networking and connectivity standards, and hardware installation requirements (preferred)proficiency in colocation operations, including the installation and deployment of cage, rack and cable infrastructure, as well as, power circuit installation and power monitoring (preferred)ability to evaluate the 3rd party vendor work for quality control, communicate and schedule vendors, and review and improve vendor scope and procedure of work to meet digital realty’s standards of operationstrong knowledge of plc theory and functionality.strong knowledge of energy efficiency principals and the ability to recommend energy efficiency improvements.strong interpersonal, presentation and communication skills. ability to respond effectively, verbally in writing to sensitive issues, complex inquiries or complaints.detail oriented with strong organizational skillsadvanced proficiency in microsoft word, excel and outlook and familiarity with microsoft project, adobe acrobat, visio or autocadbasic understanding of emergency situations and escalation processes.strong understanding of computerized maintenance management systems (cmms), data center infrastructure management (dcim), and power metering systemsability to evaluate the 3rd party vendor work for quality control, communicate and schedule vendors, and review and improve vendor scope and procedure of work to meet digital realty’s standards of operation.strong quantitative and qualitative reasoning skills, with demonstrated ability to determine event root causes, performance shortfalls and required corrective actions.experience assisting with budget management and expense analysis.ability to conduct meetings/presentations/trainings in a clear and concise manner.demonstrated management ability in supervision, coaching, prioritization, conflict resolution, and organization.demonstrated strong leadership qualitiesmeets physical demands of the position including:lift and handle up to 50 poundsbend, stoop, and stretch as required for placement and retrieval of network devices, materials, or equipmentwork under a raised data center floorclimb ladders (up to 16 feet) to reach plenum spaceskeys to successachieve five 9’s of availability for all data center operationsno human error and/or customer impacting events100% compliance with all customer slas100% compliance to all standard operating proceduresinternal & external customer communication and relationships maintained to highest standard100% compliance with internal escalation protocols for all customer impacting events pursuant to digital realty’s escalation standards100% compliance with all health & safety standards100% compliance with digital realty’s critical stock & parts standards100% compliance with digital realty’s internal quality assurance and assessment programs as well as the various accreditation initiatives undertaken by digital realty, including, but not limited to, ssae16, soc2, iso 27001, etc.creation/execution/closure/storage of change management tickets, mops, and incident reporting and meeting timelines associated with those ticketsensure proper training and onboarding for all site engineers is completes and documented.the rolecomplete understanding of the following dlr and site related items:facility layout and operation of mep systems and the ability to illustrate site specific system one-lines.equipment nomenclature standards and equipment locationsfacility drawings and equipment specifications for standard and non-standard assetsequipment sequence of operations (soo’s), standard operating procedures (sop’s), and emergency operating procedures (eop’s).customer sla’s and engineering specific lease obligations critical to data center operations.all facility eops.bms alarm functionality, alarm escalation/acknowledgement, and ability to extract data and trendsdlr event management, event escalation, and incident reporting proceduresexecution of root cause analysis following an event along with the creation of a customer facing executive summarycomputerized maintenance management system (cmms), including the ability to create, edit, implement, and close change management work orders.create/edit/resolve/close incident reports following a site incidentmaintenance and operations standards, scheduling vendors and internal labor to support work efforts at the site.digital realty’s environmental and occupational health and safety standardsexecute all aspects of data center engineering including the operation, maintenance and repair of all mission critical equipment and systems supporting a 24x7 data center operation to achieve 100% uptime and 100% compliance with all customer slas.supervises all mep construction activity and installations, in coordination with internal and external construction resources, to ensure system design, installation and testing adhere to operational standards. witness testing of all equipment during commissioning and validate sequence of operations and receipt of all operational documentation.develop and supervise local engineering team to ensure adherence to standard operating procedures, sequence of operations and maintenance standards to guarantee execution of digital realty’s periodic maintenance program and maintenance calendar and to ensure labor cost are closely monitored and controlled, and personnel efficiency is enforced.executor in the site specific change management processes including the creation and review of all method of procedures (mops) for all risk level maintenance and repairs including high risk and non-standard procedures as well as the oversight of those maintenances.executor of walk-throughs for high risk critical transferring and to act as a resource for staff questions/confusion regarding any facility related issue.advanced ability to effectively troubleshoot site mechanical and electrical systems.manage technical and operational incidents at the property, including the implementation of emergency response procedures, resource coordination, customer communication, root-cause analysis and post event remediation.review rounds/inspections for normal operation, trends, and to detect anomalies in those rounds.identify trends and analyze risks. articulate implications and impact to data center operations. track operational metrics and other data to provide senior management oversight and control for both snapshot data and long-term trend analysis.develop, evaluate, and recommend improvements to complex equipment and system soo’s, sop’s, mop’s, and eop’s when possible.complete understanding and knowledge of the local customers business and datacenter operation.identify process based improvements that generate operational and financial efficiencies including the development and presentation of the business case.support real estate manager with the management of expenses and assist with budgeting, forecasting and reporting requirements by providing capital expense requirements and justifications.support real estate management team by assisting in the supervision of general facility services, including, but not limited to janitorial services, landscaping, and snow removal services to ensure compliance with contractual requirements.support various accreditation initiatives, including, but not limited to, ssae16, soc2, iso 27001, etc. as may be required by digital realty.maintain compliance with local health & safety (i.e. osha) standards and national electrical and building codes.responsible for maintaining and tracking site spare parts inventory, including maintenance parts and materials that may not be stored at the site but would be required periodically for site specific maintenances.note: this description is intended to give you a general overview of the position and is not an exhaustive listing of duties and responsibilities.digital realty: where the cloud lives and business thriveswe built the global standard for technical real estate, developing a unique capability to acquire, manage, and scale datacenter campuses. now, digital realty is building a unique ecosystem of open solutions that power customer growththrough exceptional service on a foundation of unrivaled data center expertise. the new digital realty combinesunparalleled data center services, carrier-dense interconnection, real estate acumen, and financial strength to createunique power of choice and value when and where our customers need it.our missionto provide our customers with the trusted foundation for the digital worldour visionto build a network of connected campuses and internet gateways that become the heart of the internet and cloud,powering growth and prosperity for customers, employees and shareholders.our valuesguide our decisions and actions every day—above all else, we value customers, excellence, talent, teamwork andsuccess.about digital realtydigital realty trust, inc. supports the data center and colocation strategies of more than 2,000 firms across its secure,network-rich portfolio of data centers located throughout north america, europe, asia and australia. digital realty'sclients include companies of all sizes, ranging from financial services, cloud and information technology services, tomanufacturing, energy, gaming, life sciences and consumer productsdigital realty is a publicly traded company (nyse: dlr) with investment grade ratings from all three major ratingsagencies.digital realty offers a highly competitive compensation package, excellent benefits, and an environment that recognizesand rewards your contributions.digital realty is an equal opportunity employer. all qualified applicants will receive consideration for employment and willnot be discriminated against on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin,disability or protected veteran status.please do not forward unsolicited resumes to any employee of digital realty and its subsidiaries. digital realty is notresponsible for any fees related to unsolicited referrals.required skillsenter here - any additional specific skills for this job not already listed in the job descriptionrequired experienceenter here - any additional specific experience for this job not already listed in the job description",Manager - Facility Engineering,https://job-openings.monster.ca/manager-facility-engineering-woodbridge-on-ca-digital-realty/5d357928-122a-4aef-b447-fd428795ce86,"Woodbridge, ON",
555,HealthFitness,"descriptionhealthfitness has an exciting new opportunity for a passionate fitness professional to join our team as a full-time health fitness professionalin kanata, ontario!in this position, you will be responsible forcoordinating, implementing, and delivering health and fitness programs and services, promotions and outreach activities for employeeswithin a multinational tech company located in the suburbs of ottawa.you will also be responsible for providing outstanding service to members and program participants to maximize participation, outcomes and customer satisfaction.this is a full-time (benefits eligible) position, which will be scheduled to work approximately 36-40 hours per week. this position is eventually going to be located within our on-site fitness center, but it will begin as a virtual, work-from-home position until further notice.job accountabilities:providesindividual and group exercise instruction; educates participants on propertechniques to maximize exercise safety and effectiveness. coordinatesand leads a variety of healthfitness and program-specific healthimprovement programs and promotions.  supervises facility (upon return to on-site fitness center); interacts with participants and monitors equipment andparticipant safety.designs individualized programs to meet the participant’s interests, abilities and goals. conducts fitness testing and assessments and advises participants of results.manages memberships and tracks activity and metrics for reporting purposes.researcheshealth and fitness educational topics and identifies appropriate participanteducational materials; conducts health education seminars/presentations.promotes program offerings and conducts outreach activities to increase participation and re-engage inactive participants.creates and maintains website, newsletters and other marketing & communication materials in collaboration with marketing team.qualifications & requirements:bachelor’sdegree in exercise science, health promotion, kinesiology or related discipline and/or 2+ years’ fitness and wellness industry experience, along with fitness industry certification(s) from a healthfitness approved provider required.ability to work from home, including teaching group exercise classes, personal training/coaching sessions, and leading webinars.current recognized first aid/cpr/aed certificationisrequired.industry recognized groupexercisecertification is preferred, but will be required within the first six months of employment; experience instructing a variety of group exercise formats is strongly preferred.personaltraining certification (ace, afaa, acsm, nsca, nasm, or canfit pro) ispreferred, but will be required within the first six months of employment.strong technical acumen with virtual technology and stable internet service for delivery of virtual programs.bilingual french/english is preferred.proficiency in fitness assessment and exercise prescription.strong interpersonal communication and customer service skills including the ability to motivate others.competency in the delivery of healthfitness and site-specific programs and services.computer proficiency in microsoft office programs including at minimum word, excel and outlook.ability to effectively organize and prioritize work demands including project coordination.ability to work effectively both independently and as part of a team with enthusiasm, initiative and creativity.all qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, age, or disability.trustmark is pleased to have earned recognition from the chicago tribune as a chicago top workplaces 2020 award winner.health fitness professional from healthfitness on vimeo.required skillsrequired experience",Health Fitness Professional,https://job-openings.monster.ca/health-fitness-professional-kanata-on-ca-healthfitness/597915d0-95ba-4b77-9df8-6ffa434211c5,"Kanata, ON",
556,Serco,"descriptionposition description  if you enjoy working with the public in a high energy and dynamic environment - challenging and rewarding job opportunities await you at serco canada inc.  you will be part of a professional team which supports operations at all drivetest centres across ontario on behalf of the ministry of transportation.  driver examiners are based out of one of our 56 drivetest centre locations.   bring your expertise and customer service skills serco canada inc. where challenging and rewarding job opportunities await you!  serco supports the ministry of transportation as a prime for their driver examiner services (des) contract which supports their drivetest centre operations, providing customer information and assisting members of the public at various stages of the driver’s licensing process.  our team of driver examiners engages with customers in a friendly, knowledgeable and professional manner.  _*this is a “term” position_ .  _your employment will commence upon completion of background checks and the agreed upon start date.  the position is anticipated to last for a term of six (6) months with the possibility of an extension._  you will be part of a team that works closely with the customer and other serco teams that that examine applicants through a road test to determine their abilities in the mechanics and handling of vehicles. driver examiners also conduct controlled class tests; observe and assess riding habits, skills and the applicants’ demonstrated ability in the operation of vehicles, making notes on applicants’ compliance to traffic laws, how they handle stressful situations, their adherence to driving regulations and safe driving practices.  you will provide examination results and details regarding errors, as well as areas requiring improvement and complete the evaluation forms for road test assessments, entering road test results into a system/computer.  serco’s regional managers and individual site managers lead the team of driver examiners, offering many years of experience working with our customer and providing the ministry with excellence in customer care.  in this role, you will: • evaluate the driving abilities of driver’s licence light vehicle applicants at the g2 and g level. • evaluate the driving ability of applicants at the m2, m and controlled class (abz) level, if qualified and required. • conduct road tests for those requiring special needs or for those with disabilities • provide grade of road test, licence information and resolve licensing issues. • provide information and assistance related to driver examination services. • responds to enquiries related to driver licensing, determines applicant status, and provides information regarding test/re-test procedures and classes of licences. • completes three-point verification by verbally confirming the candidates full name, full date of birth and full address. • ensure the fair and proper conduct of examinations in an environment that enables candidates to perform at their best. • review information and determine test requirements. • ensure the fair and proper conduct of examinations. • examine applicants through a road test and determine the fitness, competency, and knowledge of driver’s licence applicants. • provide examination results and complete evaluation forms for assessments. • create a calm, professional, and supportive environment that enables applicants to perform to the best of their abilities. • attends travel points to provide testing and licensing services, where applicable. • must be able to perform physical duties of the position, this may include sitting or standing for extended periods of time and entering and exiting vehicles up to 30 times per shift.  qualifications  to be successful in this roll, you will have: • intermediate-level computer skills in microsoft office. • touch-typing and data entry. • must hold a valid ontario class g driver’s licence. • must have at least four years driving experience, verified based on “date first licenced” indicated on the ontario driver’s licence. • must hold a valid class m and/or controlled/commercial class driver’s licence, if applicable. • must have and maintain an acceptable driving record- no more than four demerit points and three violations at all times during employment as a driver examiner. • thorough knowledge of applicable sections of the highway traffic act, related regulations, and legislation.  additional desired experience and skills:  1-4 years of customer service experience in a service environment.  _*employees_   _hours vary based on customer demand and location’s operating hours._  _*this position may require extended shift hours and possibly saturday hours (depending on location) during certain periods of the year when drivetest centre volume is higher._  _*this position requires the attendance of a formal training session, which includes classroom instruction with experienced and qualified trainers and on-the-job shadowing at a drivetest centre facilitated by a coach. if you are unsuccessful at any stage of the training, your employment will end effective immediately_ .  if you are interested in supporting and working with our customer service professionals and a passionate serco team- then submit your application now for immediate consideration.  it only takes a few minutes and could change your career!  company overview  serco inc. (serco) is the americas division of serco group, plc. serco serves every branch of the u.s. military, numerous u.s. federal civilian agencies, the intelligence community, the canadian government, state and local governments, and commercial clients. we help our clients deliver vital services more efficiently while increasing the satisfaction of their end customers. headquartered in herndon, virginia, serco americas has approximately 8,000 employees and is part of a $4 billion global business that helps transform government and public services around the world. at serco, our employees are our most valuable asset - we listen, respect and support them throughout their career at serco. we invite you to become part of our dynamic team. serco is an equal opportunity employer committed to diversifying our workforce (race/ color/ sex/ sexual orientation/ gender identity/ religion/ national origin/ disability/ vets).  click here to apply now  refer a friend for this job  new to serco?  id  _37303_  recruiting location : location  _ca-on-walkerton_  category  _customer service_  position type  _temporary/term part-time_  security clearance  _criminal record check (cpic); fingerprint criminal record check_",Driver Examiner 2 - Walkerton - Part Time - Term - Non-Bilingual,https://job-openings.monster.ca/driver-examiner-2-walkerton-part-time-term-non-bilingual-walkerton-on-ca-serco/a98b6625-4912-428a-9b3d-b6298becbf1b,"Walkerton, ON",
557,Pepsi Co,"descriptionauto req id:     221916brjob descriptionabout pepsico canada pepsico is a global leader in snacks, foods and beverages, and is comprised of some of the world's most recognized and trusted brands. pepsico canada is organized into two business units; pepsico beverages canada, which includes brands such as pepsi, tropicana and gatorade; pepsico foods canada, which includes frito lay canada and quaker canada.at pepsico canada, we're committed to achieving business and financial success while leaving a positive imprint on society - delivering what we call performance with purpose. performance with purpose is at the heart of every aspect of our business.our people are our greatest asset. by supporting their ability to work effectively together and providing them with the tools they need to succeed, we are ensuring that pepsico canada is the kind of company where talented people of all backgrounds want to work.pepsico foods canada – market sales manager – calgary ab  key accountabilities: acts as chief of staff for west market business team, partnering with customer team and key stakeholders to drive western canada share growthshares marketing plans/priorities for fieldprovides execution direction to the west field sales team owns local synergy agenda and provides input into regional priorities field liaison to marketing, sales strategy and west field teams.  key customer team interfaceprovides oversight for local accounts, sales insights, analysis and reporting responsible for the leadership and development of west market sales analystplays leadership role on key strategic planks for regional sales execution team to enable region transformation agendasupport local west capability plans (hi-pos, dsls, work-withs in market)qualifications/requirements post-secondary degree in a related fieldexperience with a consumer-packaged goods or retail organization (selling/insights/execution)exceptional communication & collaboration skillsexcellent strategic thinking and analytical skills.outstanding organizational skills as demonstrated by your ability to set and handle multiple prioritiesdemonstrated ability to influence with savvy negotiation skillsdemonstrated leadership capabilities and leading for results through othershigh level of skill in coaching teams and working as a team playerrelocation eligible:     eligible for standard relocationjob type:     regular",Market Sales Manager,https://job-openings.monster.ca/market-sales-manager-calgary-ab-ca-pepsi-co/a84b6525-e24d-4b1c-96bc-1a46eb0988a6,"Calgary, AB",
558,LafargeHolcim - HQ,"descriptionlafarge  canada est fier d’offrir des solutions de construction dans les secteurs de l’immobilier, des infrastructures et de l’industrie.nous développons ces solutions en utilisant des produits haute performance provenant de nos divisions du ciment, des agrégats, du bétonready-mix, de l’asphalte et de la construction routière. de l’utilisation de matériaux de substitution et du recyclage jusqu’aux sources d’énergie renouvelable, lafarge met l’accent sur le développement de produits novateurs qui pourront contribuer à l’élaboration de solutions durablesdans le domaine de la construction. en outre,lafarge prend à cœur le perfectionnement et le développement personnel des employés et leur offre toutes les ressources nécessaires pour orienter leur carrière.les engagements que nous prenons envers les collectivités, la grande importance que nous accordons à la santé et à la sécurité des employés et de leurs familles et les nombreuses heures de bénévolat effectuées par nos employés montrent bien le degré d’attention élevéque lafarge porte aux personnes. si vous souhaitez travailler dans un environnement qui valorise le travail, l’esprit d’initiative et la collaboration, lafarge est l’endroit idéal pour vous. construire des villes meilleures  est la mission de lafarge. de votre côté, v enez vous construire une meilleure carrière  chez nous!pour plus de renseignements, veuillez consulter la page  www.lafarge.ca/en/careers .   notre établissement de st-constant est actuellement à la recherche de candidats compétents en vue de pourvoir le poste de mécanicien moteur. il s’agit d’un poste permanent à temps plein et le taux horaire est de $39.94/hre. responsabilités : sous la responsabilité du coordonnateur carrière / mécanique mobile, le mécanicien moteur sera responsable de l’entretien et de la réparation des équipements lourds ainsi que tous autres équipements mobiles affectés aux opérations. il devra également assurer le suivi et l’application du programme de maintenance préventive.exécuter ses tâches en conformité avec tous les principes de sécurité : lois, règlements, standards et procédures ;fait le diagnostic et répare tout genre de problèmes mécaniques, hydrauliques, électriques, pneumatiques, soudage, coupage ou tout autre problème de l’équipement mobile utilisé par la compagnie; effectuer toutes les réparations mineures et majeures sur l’ensemble des équipements mobiles diesel, à essence et propane œuvrant à l’usine ; effectuer le dépannage, les réparations courantes, l’entretien préventif, l’analyse des bris, l’inspection des pièces ainsi que toute autre tâche connexe relative à un atelier mécanique ; maintenir une bonne communication et collaborer au bon déroulement des activités de son département ;effectuer toute autre tâche connexe sur demande du coordonnateur. profil de qualifications : formation académique et expérience de travail :  doit détenir un diplôme d’études professionnelles (dep) en mécanique d’engins de chantier ou de machinerie lourde.détenir au moins cinq (5) ans d’expérience dans un poste similaire.doit pouvoir lire et interpréter les livres de pièces et manuel d’entretien de l’équipement désigné.doit posséder les connaissances de base sur l’utilisation du chalumeau et des machines à souder électriques.être reconnu comme une personne ne faisant aucun compromis pour la sécurité.un examen médical préalable à l’emploi, y compris le dépistage des drogues et de l’alcool, et une vérification du casier judiciaire pourront être exigés.",Mécanicien Équipements Mobiles,https://job-openings.monster.ca/mécanicien-équipements-mobiles-st-constant-qc-ca-lafargeholcim-hq/543e14e4-44fa-4b38-b421-5a817c308107,"St-Constant, QC",
559,LifeMark Health,"descriptionphysiotherapist - lifemark physiotherapy lasalle boulevard sudbury, onas canada’s largest physiotherapy company, lifemark is passionate about enriching the health of canadians through movement. when you move better, you feel better. this is at the heart of everything we do, and we are seeking a physiotherapist who shares this same philosophy.  lifemark is currently seeking a part-time and/or full-time physiotherapist in sudbury.  relocation assistance and sign-on bonuses are available. if you’re a clinician who thrives in a dynamic out-patient clinic, is eager to learn more, and is passionate about helping our clients get back to life, you belong here! we have gone above and beyond to ensure the safety of our patients and employees with ppe provided, the spacing of patients, screening, and more. extensive safety protocols and procedures have been put into place and are mandatory.your day-to-day  assessing out-patient msk injuries including, but not limited to, strains, sprains, fractures, dislocations, muscle weakness, and limited range of motion  creating and implementing individualized treatment plans based on analysis and clinical reasoning utilizing e-charting software to document treatment sessions and recommendations delegating treatment to registered kinesiologists and/or physiotherapy assistants  collaborating with the inter-professional team at your clinic supervising physiotherapy students (as preferred)  communicating with external stakeholders and client referral sources managing caseload in a fast-paced environment what you bring to the team:   registration (member in good standing) with the provincial college of physiotherapists  1-2 + years’ experience treating clients in an outpatient setting (strong asset)  excellent interpersonal skills and the ability to work cooperatively with others demonstrated commitment to post-graduate professional developmentwhy lifemark: we live our values in everything thing we do - striving for simplicity, doing the right thing, being inclusive and welcoming, and having fun! we go the extra kilometer by offering our employees:  guaranteed competitive salary with signing bonus  comprehensive benefits package  annual continuing education allowance with a variety of internal training opportunities  collaborative, multidisciplinary work environment specialty physiotherapy-based services such as pelvic health, vestibular, concussion, and cancer rehab virtual care platform and e-charting software pathways for clinical leadership  national partner of special olympics canada goodlifefitness discount",Physiotherapist,https://job-openings.monster.ca/physiotherapist-sudbury-on-ca-lifemark-health/a7e0ed94-7502-4f0b-86a0-0a691b62021f,"Sudbury, ON",
560,Amica Senior Lifestyles,"description  resident care partner (health care aide)amica balmoral club  a day in the life of a resident care partner (health care aide) as the resident care partner you are responsible for assisting residents with activities of daily living, including personal, physical, psychological, social, spiritual, and recreational needs.   how do i qualify? you must have:must be a graduate from a recognized health care aide programlevel 1 first aid, cpr / aed certificate.recent experience working with geriatrics, long-term care, or home services required. what we are looking for: good oral and verbal communication skills – english is essential.deals with others in an effective, compassionate and supportive manner.respects each resident as an individual and is aware of his/her need for self-respect and privacy, and the right to share in decisions about his/her care.is capable of working in a team environment.demonstrates effective problem solving skills.positive public relation skills, including the ability to establish and maintain harmonious relations with residents and families. demonstrates ability to organize workload and to respond efficiently and effectively to unexpected workload and situations.demonstrates ability to operate related equipment. position vacant until filled",Resident Care Partner (Health Care Aide),https://job-openings.monster.ca/resident-care-partner-health-care-aide-greater-toronto-on-ca-amica-senior-lifestyles/5182acb1-7fc1-4bb3-97d1-cafa0741fb03,"Greater Toronto, ON",
561,Victoria Order of Nurses,"descriptionrequisition details:employment status: permanent, part time (0.4 fte) program name: assisted living number of hours bi-weekly: 30 work schedule: days, evenings, weekends union/bargaining unit: cupe on call: yesjob summary:the psw provides personal care and health maintenance to individuals and families in the home setting within the framework of von philosophy, policies, procedures and standards, in community health care.this position is eligible for the temporary $3.00 per hour wage enhancement from the ontario government for all hours spent directly caring for clients.responsibilities:the successful candidates will be responsible for providing companionship, personal care and health maintenance services to clients in their home, within the framework of von's philosophy, policies, standards and legislation.qualifications:high school diploma.secondary school education is preferredmust have a current standard first aid certificate or cpr level c certificate, if applicable to the work being performed.personal support worker or developmental services worker certification is mandatorynursing students are welcome to apply. must have completed first year of rpn and second year of bscn to be eligiblehousehold management experience.experience working with elderly or ill individuals or children.current standard first aid certificateability to work flexible hoursexcellent oral and written communication, interpersonal and organization skillsability to work independently and problem solveability to adapt to change and work in various social and economic environmentsmust have personal vehicle and possess both a current driver’s license and proof of vehicle insurancea current and original copy of a satisfactory criminal records check is required upon the start of your employmenta vulnerable sector search and/or child abuse registry check may be requiredability to speak french is an asset in french designated areasmust be able to wear personal protective equipment (ppe)work conditions and physical capabilities: attention to detail; lift and carry using appropriate lifting techniques; bend, push, pull, grip, reach, kneel, crouch using good body mechanics; walk, sit, stand, climb stairs; hand movements.von canada is committed to meeting the needs of persons with disabilities and to providing accessibility accommodations for candidates who require them. if you are in need of accessibility support, please visit our website at http://www.von.ca/en/accessibility for further details.attention current employees (internal applicants): if you are applying to a unionized position and you are a member of its bargaining unit, please be aware that this posting may remain open beyond the deadline if there are not enough applicants to fill the position(s).  if the posting remains open after the initial deadline, von may close the posting at its’ discretion or a rolling deadline equivalent to the posting period specified in your collective agreement will be deemed, and each successive period will be treated as a separate posting for purposes of comparing seniority between candidates.","Personal Support Worker (PSW, DSW, HSW, HCA) (RPT 0.4)",https://job-openings.monster.ca/personal-support-worker-psw-dsw-hsw-hca-rpt-0-4-havelock-ca-victoria-order-of-nurses/a6901094-8e11-4064-a79a-4c3c2acaa99e,Havelock,
562,Mainframe Studios,"descriptionat mainframe studios, we’re creators first. we eat creative and technical challenges for breakfast and come back for more. we’ve been doing this for 25+ years, and we’re still going strong. we’re lucky enough to have the best team in the business. from our artists to our technical and production folks, everyone is passionate about collaborating on some kickass projects. we’ve partnered with the biggest names in the business to create a huge library of content. with partners like mattel, netflix, dreamworks, sony, silvergate, and nickelodeon, it's no wonder we’ve established ourselves as a creative force to be reckoned with.we want you (and your mad skills)! under the guidance of the director and/or modeling supervisor, on a cg animated film, the modeling artist builds digital assets including: characters, sets, props, vehicles and organic elements with the goal of creating 3d models that support a project’s story based on its defined style.responsibilities and dutiestranslates 2d designs into 3d objects.based on assigned area of expertise, constructs character models, vehicles, props and/or environmental models in alignment with the determined creative style and direction of a project.collaborates with designers, riggers, surfacing artist, animators and technical directors in order to facilitate optimal shot production while adhering to the schedule and quota fulfillment.collaborates with rigging team to set up articulation points for animation.collaborates with surfacing artists to ensure models match aesthetic and creative requirements of the projects overall look.collaborates with animation team to ensure models are structured in such a way to achieve intended performance requirements.interprets and implements notes and feedback from director(s) and/or supervisors in a timely and qualitatively acceptable way.adheres to digital file management protocols.aligns and engages with the values of mainframe: a culture of community, connectivity, creativity and collaboration.interacts respectfully and professionally with colleagues, staff members and clients.qualifications and skillsdegree and/or diploma in fine arts or animation or equivalent experience is preferred.2-3+ years of experience working in a professional environment within their discipline.ability to work with polygonal, nurbs and subdivision topologies to create surface models ranging from highly stylized cartoon characters to photorealistic fantasy creatures.working knowledge of human and animal anatomy, physical motion, weight, balance and form.experience in 3d animation and rigging preferred.proficiency in using maya, mudbox and zbrush is required.open to and encourages feedback and new initiatives.solid work ethic and positive attitude. ability to work under pressure. self-motivated and pro-active. consistently strives to expand knowledge base.efficient and detail oriented.strong problem solving skills and ability to work collaboratively.strong verbal and presentation skills with the ability to communicate ideas clearly.practices attentive and active listening. shares information, methodologies and ideas with others. incorporates feedback and direction received from the director/supervisor.makes decisions in a timely manner. accepts accountability for own actions.ability to deliver work on time and meet set performance objectives.--mainframe studios is an equal opportunity employer, which means we will not discriminate against any individual based on race, colour, sex, national origin, age, religion, marital status, sexual orientation, gender identity, gender expression, military or veteran status, disability, or any factors prohibited by applicable law. this policy applies to every aspect of employment at mainframe studios, including recruitment, hiring, training, advancement, and termination. we celebrate diversity and are committed to creating an inclusive environment for all employees and partners.",Modeling Artist,https://job-openings.monster.ca/modeling-artist-vancouver-bc-ca-mainframe-studios/50a4e4a1-1da0-4269-afbd-bdc6f24ae460,"Vancouver, BC",
