,location,company,job_title,salary,job_description,job_url
545,"Edmonton, AB",Alberta Machine Intelligence Institute,Machine Learning Project Manager,NA,"Role SummaryThe Alberta Machine Intelligence Institute (Amii) inspires world-changing machine intelligence for good and for all.One of Canada’s three main institutes for artificial intelligence (AI) and machine learning, our world-renowned researchers drive fundamental and applied research at the University of Alberta (and other academic institutions), training some of the world’s top scientific talent. Our team of Machine Learning Scientists, Educators and Project Managers work collaboratively with Alberta-based businesses and organizations to build AI capacity and translate scientific advancement into industry adoption and economic impact.As an Amii Machine Learning Project Manager, you’ll use your business and project management skills to play a pivotal role in facilitating excellent relationships with Amii’s clients. You’ll bridge the gap between business and technical expertise while focusing your skills on planning and executing client engagements. Using your strong communication skills, you will keep all stakeholders and team members well informed on project progress and performance. You’ll connect cross-functional teams at Amii to empower our clients with the knowledge and skills to advance along the spectrum of AI adoption.ResponsibilitiesConcurrently manage several Amii client engagements while nurturing and maintaining healthy partnerships and relationships with clients.Take responsibility for end-to-end project deliverables and outcomes while managing and exceeding client expectations.Develop a thorough understanding of partner needs and work to coordinate internal teams to ensure the timely and successful delivery of client engagements.Manage all project and client engagement aspects, such as dates, budgets, performance indicators, progress reports, contract agreements, and invoicing.Work with a client company’s leadership team to assess project opportunities and rank projects according to value, impact and risk.Facilitate communication and maintain strong relationships with all project stakeholders and team members.Collaborate with the Investment & Partnerships, Machine Learning Science and Education teams to determine the correct approach for prospects and projects, and order of operations.Capture project outputs, track project deliverables glean insights/best practices/lessons learned and assess outcomes.Present Amii’s offerings at company-sponsored events as well as within the community.Collaborate with other team members to discover and develop new valuable programs for Amii’s clients.Stay up to date on recent advances in machine learning and artificial intelligence and understand where these methodologies can be applied as solutions to a client’s problem.Other duties which may be assigned from time to time by management.Recommended QualificationsBachelor’s Degree in Business, Engineering or Science (Master’s Preferred).PMP Certificate is an asset.Minimum 3-5 years’ experience in industry managing software or technology projects or research activities.Experienced and confident managing key client relationships with senior business leaders.Experience working in the health, energy, or agriculture domains is an asset.Experience in strategic planning, business case development.Passionate about project management processes and tools and their role in making an organization run effectively.Program development and/or product management experience is an asset.Experience in presenting in front of groups.Understanding of ML and AI (e.g. understand the difference between Data Analytics and Machine Learning).Ability to travel within Alberta 20-30% of the time.Ability to succinctly and effectively communicate complicated technical issuesWhat you’ll love about us: A professional yet casual work environment that encourages the growth and development of your skills.A chance to learn from amazing teammates who support one another to succeed.Competitive compensation including paid time off and flexible health benefits.A modern office located in downtown Edmonton, Alberta.If this sounds like the opportunity you've been waiting for, then please don’t wait to apply, as we have lots of awesome projects that we're starting soon! To apply, please send your resume and cover letter indicating why you think you'd be a fit for Amii.Amii is proud to be an equal opportunity employer. We are committed to creating a diverse, inclusive and excellent workforce.Application deadline: 2020-11-27Job Types: Full-time, PermanentBenefits:Casual dressCompany eventsDental careDisability insuranceEmployee assistance programExtended health careFlexible scheduleLife insurancePaid time offRRSP matchTuition reimbursementVision careWork from homeSchedule:8 hour shiftMonday to FridayExperience:Project Management: 3 years (Preferred)Work remotely:Yes, temporarily due to COVID-19",https://ca.indeed.com/company/Alberta-Machine-Intelligence-Institute/jobs/Machine-Learning-Project-Manager-8d9671f4f5646fba?fccid=7a42023973271742&vjs=3
546,"Edmonton, AB",University of Alberta,Postdoctoral Position in Solid-State Chemistry and Machine L...,NA,"Competition No. - A104942516

Closing Date - Will remain open until filled.


Department of Chemistry, Laboratory of Prof. Arthur Mar
One or more postdoctoral positions are available immediately to support the research of Prof. Arthur Mar (PI, Department of Chemistry, University of Alberta) within the Future Energy Systems (FES) program funded by the Canada First Research Excellence Fund (CFREF). The positions are available for one to two years with possibility for renewal.

Responsibilities include:

Design and implement projects related to the accelerated discovery and development of new materials using high-throughput machine-learning methods, in consultation with the PI and other research collaborators; liaise with collaborators to identify common objectives and implement research protocols
Collect reliable data, develop chemical descriptors, and apply appropriate algorithms to make predictions of new materials with targeted structures and properties (including improved photovoltaics and catalysts)
Synthesize inorganic solids; determine crystal structure of inorganic solids through X-ray diffraction; measure electrical, magnetic, and optical properties; perform calculations of electronic band structures
Assist in oversight of research projects of graduate and undergraduate students, and other personnel to achieve targeted research objectives within timelines, in consultation with the PI
Manage day-to-day operation of research laboratory, including maintaining equipment and supplies, overseeing troubleshooting of problems, and ensuring adherence to safety protocols
Analyze, interpret, and report research results; assist in preparation of publications and grant applications; present results in meetings, seminars, and conferences

The candidate possesses:
Ph.D. degree in Chemistry or related fields in Materials Science, Physics, or Engineering
Experience in solid state chemistry of extended inorganic solids, including synthesis and characterization
Familiarity with machine-learning techniques, including computing and programming skills
Strong publication and presentation track record in solid state chemistry and machine learning
Experience in mentoring and training students as part of a research team
Ability to work independently and within a team, including demonstrated leadership qualities and interaction with collaborators
Excellent verbal and written communication skills, with ability to present to a wide range of audiences

Forward your CV, a brief statement of research interests, and contact information for three references to: Arthur Mar (amar@ualberta.ca) Department of Chemistry, University of Alberta, Edmonton, AB Canada T6G 2G2.

We thank all applicants for their interest; however, only those individuals selected for an interview will be contacted.
How to Apply
Email
amar@ualberta.ca

The University of Alberta is committed to an equitable, diverse, and inclusive workforce. We welcome applications from all qualified persons. We encourage women; First Nations, Métis and Inuit persons; members of visible minority groups; persons with disabilities; persons of any sexual orientation or gender identity and expression; and all those who may contribute to the further diversification of ideas and the University to apply.",https://ca.indeed.com/rc/clk?jk=4d844b95e1e3177b&fccid=09ac3ce4d9d271d1&vjs=3
618,"Ottawa, ON",Mastech InfoTrellis,Data Scientist,NA,"- Review security, infrastructure and operational objectives for the target platform on Azure;- Define core Machine Learning functionality;- Create initial mock up solution against sample data feed and produce mock output;- Review processes and results with client’s team;- Build an AI trust framework to create sentiment analysis and detect/mitigate bias;- Apply ML/CV tools for image processing, object/text processing/detection using data science tools;- Review and incorporate any data quality, data transformation, data modeling requirements to support ontology training for missions;Contract length: 3 monthsJob Types: Full-time, ContractSalary: $60,457.00-$142,326.00 per yearSchedule:8 hour shiftExperience:data science: 5 years (Required)data analytics: 2 years (Required)Licence:Reliability Security (Required)Work remotely:Yes, temporarily due to COVID-19",https://ca.indeed.com/company/Mastech-InfoTrellis/jobs/Data-Scientist-88a2fc96b5b366b3?fccid=bcc8a80dba7de8ef&vjs=3
619,"Ottawa, ON",SurveyMonkey,Data Scientist II,NA,"Who we are and what we do
SurveyMonkey (Nasdaq: SVMK), is a leader in agile software solutions for customer experience, market research, and survey feedback. Our mission is to power the curious and enable organizations, including 98% of the Fortune 500, to transform feedback into action. Our brand is beloved and well known throughout the world—over 6 billion people have taken a SurveyMonkey survey! Today, more than 17 million active users rely on our platform to measure and understand feedback from employees, customers, website and app users, and the market. And our enterprise-grade products and solutions enable 335,000+ organizations globally to solve daily challenges—from delivering better customer experiences to increasing employee retention.
More about our Product Data Science Team
Equipped with rich product data ranging from text to image and video, we build cutting edge ML models to solve real customer issues. In the past, we have filed patents about our novel machine learning algorithms to help customers from survey creation to insight extraction, such as bias questions identification models to provide recommendations on rephrasing these questions, sentiment analysis models to reveal the emotions behind what respondents are thinking, and response quality models to suggest removing bad responses.
We work closely with Machine Learning engineers to ship models in production seamlessly. Therefore you will see the impact of the models quickly. You will report to Peng Jiang.
What we're looking for
You will help find essential insights from our enormous data, suggest and implement new product features, and make improvements in existing models for better user experience. You will help achieve extraordinary value for our customers.
You will
Transform a business problem to a machine learning problem
Develop machine learning algorithms and systems
Evaluate offline and online performance
You have
Deep knowledge in machine learning algorithms, especially in the domain of natural language processing
Strong programming skills, expert knowledge of algorithms, and data structures (Python preferred)
Expert knowledge of AWS, Pytorch/Tensorflow, Scikit-learn and Pandas
Strong communication skills to work well with collaborators
What we offer our employees
SurveyMonkey is a place where the curious come to grow. By embedding inclusion into our processes, policies, and culture for our 1,000+ employees across North America, Europe, and APAC, we're building a workplace where people of every background can thrive. We've won multiple awards and received recognition for our forward-looking policies, including extended parental and bereavement leave, vendor benefits standards, and Take 4 sabbaticals.
SurveyMonkey was recognized by Great Place to Work® and FORTUNE as a top workplace in 2018 and 2019, and we have also won numerous awards as a leader in global survey software, including being named among CNBC's Disruptor 50 and the Forbes Cloud 100.
Our commitment to an inclusive workplace
SurveyMonkey is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees. Accommodations are available for applicants with disabilities.
Learn more about our diversity, equity, and inclusion efforts here.",https://ca.indeed.com/rc/clk?jk=6315879a041a34bd&fccid=14932909b46ac703&vjs=3
620,"Ottawa, ON",Novacene AI Corp.,NLP Engineer,NA,"NovaceneAI is looking for a software engineer with expertise in Natural Language Processing / Understanding (NLP/NLU).This role will contribute directly to the building of innovative solutions in the NLP space, for as part of custom solutions for our clients, as well as features for our own product.The ideal candidate has an advanced degree in Computer Science, Computational Linguistics, or related field; or comparable practical experience.ExperienceYou have demonstrable experience in some or all of the following areas:Topic modelling and clusteringUsing state-of-the-art technology and toolsImplementing ML pipelines involving multiple NLP/NLU componentsTechnologiesYou have worked with some or all of the following technologies:NLP librariesPythonLinux/Docker/GitResponsibilitiesAs a software engineer with deep understanding of NLP/NLU, you will:Identify working solutions to product requirements related to language processingDevelop functional products and solutionsBenefits:Flexible working hoursExpected start date: 2020-11-02Job Types: Full-time, Part-timeSalary: $50.00-$150.00 per hourBenefits:Flexible schedulePaid time offStock optionsWork from homeSchedule:No weekendsExperience:NLP/NLU: 3 years (Preferred)Location:Ottawa, ON (Preferred)Work remotely:Yes",https://ca.indeed.com/company/NovaceneAI/jobs/Nlp-Engineer-ebceedec97c83f6a?fccid=b18a11620a0f8a16&vjs=3
621,"Ottawa, ON",Canadian Security Intelligence Service,Data Scientist,NA,"Job Summary
Define, develop and lead a data science program which identifies exploitation opportunities, and provides solutions and capabilities to address them.
Conduct research and recommend potential initiatives to analysts, and branch management and senior executive staff.
Autonomously find, enrich, transform, interpret, and exploit data to create intelligence products.
Act as a Service representative on joint projects related to data science and participate in collaborative efforts where applicable.
Provide mentorship and guidance to fellow Data Scientists and Data Exploitation Analysts, regarding intelligence analysis and associated activities pursued in response to the mandate.
Recommend new data exploitation projects in annual work plans by identifying analytical gaps and suitable solutions.
Regularly update knowledge of academic and industry data science practices and standards.
Effectively communicate and present findings to specialists, management and non-technical audiences. Clearly document methodologies employed in research and data exploitation solutions.
Education
Undergraduate degree in:

Mathematics
Statistics
Computer Science
Computer Engineering
Field of study related to data analytics

The educational program must be from an accredited learning institution recognized in Canada.
If you completed a program outside of Canada you will be required to obtain proof of a Canadian equivalency at your expense through a recognized credential assessment service.

Note: Any higher level of education (Masters or PhD) in Data Science or a related field of study could be recognized as experience.
Experience
Undergraduate degree and seven (7) years of experience

The candidate must possess seven (7) years of experience in data science, data analytics or data mining. Please note that out of the seven (7) years of relevant experience required, at least four (4) years must have been gained in data science specifically.
The candidate must possess recent and significant experience in the following:

Experience performing complex data exploitation on large volumes of data to provide tactical and strategic insights directly to analysts, business owners, and decision makers.
Experience gathering requirements and identifying opportunities to apply data science towards business objectives.
Experience prototyping and developing data exploitation capabilities using Python, R, and other technologies.
Experience visualizing analytics, writing reports, producing functional notebooks, and designing and delivering presentations.
Experience working with various Big Data technologies.

Candidates must also possess recent and significant experience in at least two (2) of the following:

Experience with supervised and unsupervised machine learning.
Experience in the creation and implementation of algorithms and statistical techniques to resolve data science problems.
Experience with text analytics and natural language processing (NLP).
Experience in the design, creation, and implementation of graph analytics.
Experience with complex data processing for time series and patterns of life analyses.

Recent experience is defined as experience acquired within the last five (5) years.

Significant experience is defined as the depth and breadth of experience that would normally be acquired by a person in a position where the performance of these duties constitutes his or her main functions over that period of time.
Competencies
Communication
Initiative
Innovation
Creativity
Ingenuity
Analytical skills
Coaching
Conditions of Employment
Not Applicable
Notes
A written exam will be administered. If successful, you will be invited to an interview. The exam will serve to evaluate your technical knowledge as it pertains to the position.

Reference Links
Salary Grade Breakdown
Security Requirements
Candidates must be eligible to receive an Enhanced Top Secret security clearance. The process involves a security interview, a polygraph, and a background investigation that includes credit and financial verifications. The use of illegal drugs is a criminal offense. Drug use is an important factor considered in your reliability and suitability assessment during the selection process. Therefore it is important not to use any illegal drugs from the time you submit your application.
Others
Important
Applicants must clearly demonstrate in their application how they meet each Education and Experience criteria. Failure to do so will result in the applicant being screened out of the career opportunity.

CSIS is a separate employer and is not subject to the Public Service Employment Act (PSEA). CSIS has its own classification, compensation system, and a different staffing regime. As such, we use a different staffing process and terminology.

CSIS is committed to diversity and inclusion and the equitable participation of all Canadians. Should you require accommodation in relation to a disability, please tell us at the beginning of the selection process. This information will be kept confidential.

The personal information provided in your application is protected under the Privacy Act and will be held in Personal Information Bank SIS/P-PU-025.

We thank all applicants for their interest in CSIS. However, only those who are selected for further consideration will be contacted.",https://ca.indeed.com/rc/clk?jk=dc519d8dc229ae16&fccid=19150974fd7b2a28&vjs=3
622,"Ottawa, ON",Micro Focus,Software Developer - User Experience (Intern - Winter 2021),NA,"Job Description:

Position Overview
The challenge for the User Experience (UX) team is presenting the results of analytics on billions of rows of data in a way that conveys insights to threat investigators about the cybersecurity risk faced by their organization. If you’ve got a passion for creating elegant and flexible user experiences, join our brilliant team of engineers where you’ll use and grow your strong ES6 and React skills.

What you’ll do

Work with the technologies we use to analyze and identify cybersecurity threats for our customers (Elasticsearch, Kibana, using Java, Javascript ES6, React)
Learn the ins and outs of our Hadoop-based product architecture
Work side by side with some of the smartest minds in the fields of machine learning and behavioural analytics
Who you are

You are inquisitive and have a desire to learn new technologies
You are interested in getting exposure to all facets of a big data application: data integration, cloud deployments, data science and analytics, search, API, and front end.
Your sense of humor, passion and enthusiasm shines through in everything you do
You are a creative thinker who wants to answer the question “why”
What we do for you
Encourage a creative, fun and flexible work environment
Share years of experience through round-table sessions with company executives
Include you in all we do, and support you as part of the team
Celebrate success with release celebrations like Online Game Day
Due to COVID-19 distancing requirements for your safety, all employees are currently working from home. In more normal times, we’re excited to provide the following:
Regular team events (Archery Games, Bubble Soccer, Zip Lining, Go Karts, Paintball...who knows where we'll turn up next!)
Weekly lunches
Easy commute via public transit and free parking
Your range of skills include:
Working towards a degree in data science, computer science or engineering
Experience working with Java, Javascript ES6, React or other UI frameworks.
Fast learner with the ability to work independently and in a group

Micro Focus is committed to equal opportunity and considers qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, gender expression, national origin, age, marital status, protected veteran status, disability status or other applicable legally protected characteristics.
Job:
Administration

Micro Focus is proud to be an Equal Opportunity Employer. Prospective employees will receive consideration without discrimination because of race, colour, religion, creed, gender, national origin, age, disability, marital or veteran status, sexual orientation, genetic information, citizenship or any other legally protected status",https://ca.indeed.com/rc/clk?jk=8be728d49c4251b3&fccid=83cbd453678ade10&vjs=3
623,"Ottawa, ON",Accedian Networks,Data Scientist,NA,"Data Scientist - Cybersecurity

Who we are

Accedian provides exceptional end-to-end visibility over network performance for millions of services over major Tier-1 and Tier-2 networks globally, allowing our customers to tune and optimize their network to provide the best possible performance and user experience.

What we do

Accedian develops best-in-class network monitoring solutions, based on award-winning hardware and software solutions that are deployed in carrier networks and on enterprises premises. The data we generate is in need of a powerful and scalable platform so that it can be stored, analyzed and presented in ways that are meaningful and intuitive to our customers.

Our new initiative is looking for a few talented designers and developers to work with a small, high-power team of industry experts to launch a Cybersecurity product line. Focused on providing network cybersecurity threat and incident correlation, analytics and visualization we’re using state-of-the-art tools and a modern stack to support advanced use cases.

The current challenge we face is to accumulate, process and eloquently present data streams of network data from various sources, ranging in the hundreds of millions of entries per day. Being able to determine what are useful combinations of data vs false positives is a key objective.

What You Will Do

We want you to be a part of an awesome team as we define the direction and initial product launch. We operate in a “You build it, you run it” mode, where everyone is actively participating in maintaining and improving running software.

We require someone that can analyze the data that we receive, research and propose models for data analysis, and participate in the development of solutions that can be applied to real-time data feed so that real-time insight on the network state can be provided to our customer. We are particularly interested in developing correlation detection and failure prediction analysis, where we can train a model from actual network data to forecast its quality of service over time.

As part of the Skylight Cybersecurity team for Accedian, we are looking for a data scientist that will help us discover information and patterns in large amounts of collected network data.

Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our cybersecurity product. Ideally, you would be able to automate scoring using machine learning techniques and build systems for automated incident detection minimizing false positive incident alerts.

Responsibilities

Creating automated anomaly detection systems and constant tracking of its performance;
Data mining using state-of-the-art methods with various in-cloud data sources;
Working with the product team to extend the company’s data with third party sources of information when needed;
Enhancing data collection procedures to include information that is relevant for building analytic systems;
Processing, cleansing, and verifying the integrity of data used for analysis;
Routinely performing ad-hoc analysis and presenting results in a clear manner.

Your experience should include:

Extensive experience in applying Machine Learning algorithms to detect specific conditions and forecast dataset evolution;
Ability to work in a team where each member has a set of responsibilities, but where you would be the lead data science expert;
Experience in Telecom, mainly around deployments of data networks is a definite asset, but not an absolute requirement;
Industry experience in designing systems that are targeted to be used in production environments;
Experience in working in a fast paced, solution oriented highly functional team a definite asset.

Your Tech Skills would be:

Extensive experience with a combination of R, SAS, Stata or similar tools in the context of Machine Learning algorithms applied to real-world data;
Having a good knowledge and industry experience in a full-stack programming language a definite asset. Professional expertise in Scala, GoLang, Python or similar is strongly desired. Experience in JavaScript an asset;
Being able to develop and deploy software in a dockerized environment, or using Mesos with Spark, or in a Hadoop infrastructure is desirable.

Your Team skill set must include:

Having exceptional interpersonal skills including teamwork, facilitation and negotiation;
Having excellent English written and verbal communication skills;
Showing a strong desire to lead collaboration and open communication amongst teams, and reaching across functional borders to get to a truly awesome solution.

",https://ca.indeed.com/rc/clk?jk=ae49e0a1a8e9e2cd&fccid=62ea8582b9e89a4b&vjs=3
624,"Ottawa, ON",h2o.ai,ML / AI Customer Engineer (Ottawa),NA,"Company Overview
H2O.ai is the open source leader in AI with a mission to democratize AI for everyone. H2O.ai is transforming the use of AI with software with its category-creating visionary open source machine learning platform, H2O. More than 18,000 companies use open-source H2O in mission-critical use cases for Finance, Insurance, Healthcare, Retail, Telco, Sales and Marketing. H2O Driverless AI uses ""AI to do AI"" in order to provide an easier, faster and cost-effective means of implementing data science. H2O.ai partners with leading technology companies such as NVIDIA, IBM, AWS, Intel, Microsoft Azure and Google Cloud Platform and is proud of its growing customer base which includes Capital One, Progressive Insurance, Comcast, Walgreens and MarketAxess.
For more information and to learn more about how H2O.ai is driving an AI Transformation, visit www.h2o.ai.
Job Summary
H2O.ai is looking for a Customer Solutions Engineer in the Ottawa, Ontario region to provide enterprise level technical support to our customers. This technician will provide support via phone, web, email, chat and other channels as required. A background in engineering tech support is required. We are looking for mindset over skill set. Fast learners, not experts. A strong sense of customer empathy.
Responsibilities
Help clients identify and resolve problems, provide guidance and help those customers achieve their desired result.
Build strong relationships with both customers and product engineering to help make every customer experience positive.
Prioritize tasks and accurately document the nature of the reported problem.
Understand, troubleshoot, analyze and resolve software issues reported to Customer Support by customers.
Onboard new customers and provide training on the product when needed.
Manage incoming support calls and reply to the requests by phone and/or email
Stay calm under pressure and have wonderful customer service skills and work well with minimal supervision and be highly organized.
Consistently deliver high-quality customer support that reflects industry best practices ensuring company published support SLAs are met/exceeded
Qualifications and Skills
Understanding of (one or more) Data Science and Machine Learning concepts, Hadoop and Spark.
Programming and troubleshooting knowledge in (one or more) Python, R, Java/Scala.
Have some amount of systems troubleshooting skills in Linux, networking, docker, and security and cloud.
Some understanding of H2O.ai products like H2O Core, Sparkling Water, Steam and Driverless AI is beneficial
Knowledge of Microsoft Azure, AWS and Google Cloud Stack is a bonus.
Must thrive in a fast-paced, time-compressed and dynamic environment.
Needs to have an ability and willingness to learn new things.
Effective written and verbal communications with all levels of an organization internally and externally.
Education
Requires a BS degree in Information Technology, Computer Science or equivalent
This is an excellent opportunity to learn about machine learning as a member of our world-class team.
H2O.ai Perks!
Flexible work hours and time off.
H2O.ai is an equal opportunity employer. We welcome and encourage diversity in the workplace regardless of race, gender, sexual orientation, gender identity, disability or veteran status.
Powered by JazzHR
kdPAxqS20b",https://ca.indeed.com/rc/clk?jk=63e67710f2385cab&fccid=41a5a100828398e1&vjs=3
625,"Ottawa, ON",Avrij Analytics Inc.,Statistician,NA,"Avrij Analytics is a leader in AI Enabled Athlete Character Evaluations. Working with NFL and MLB teams since 2016, Avrij Analytics has built a reputation in player recruitment, development, and management analytics. Avrij has virtual staff working in Canada and the U.S. and has offices in Fredericton, New Brunswick and Ottawa, Ontario.


Job Description:

As a Statistician at Avrij, you will be involved in the entire data pipeline, from sourcing, cleaning, and managing large datasets, leveraging machine learning models/processes, analyzing output to uncover new insight, and creating effective communications and visualizations for our software tool.

If you are results oriented, creative and enjoy working with a small team in an entrepreneurial environment, we want to talk to you. A background in math, statistical analysis and programming is essential. Being a small company, you can be assured of working on exciting projects with an opportunity to make a direct impact on our solution.

You will excel in this role if you have a love of machine learning and a knack for coding and scripting, problem-solving nature and the ability to change direction and adapt quickly.

Responsibilities:


Design original deep learning models for automated analysis
Identify data needs, helping procure or generate data, curating and preparing data for training models
Build a high-throughput data pipeline for training in a distributed environment
Design and implement sophisticated strategies to optimize existing statistical models


Qualifications:


Minimum Master’s degree in with 3+ years of experience
Proficiency in Python, R, SPSS or SAS
Experience with machine learning and data modeling techniques
Strong foundation in statistical tests and procedures
Experience with survey sampling methodologies and data collection techniques
Ability to lead small-sized teams


Nice to haves:


Experience with neural networks for Natural Language Processing (NPL) applications, time-series analysis and/or sequence analysis
Risk Analysis
Data Visualization",https://ca.indeed.com/rc/clk?jk=f09a1167b45e4a5c&fccid=6799678788da4996&vjs=3
626,"Ottawa, ON",Micro Focus,Big Data Engineer - Analytics,NA,"Job Description:

Interset Software uses big data and advanced behavioral analytics to detect and prevent the theft of intellectual property...simply put, WE CATCH BAD GUYS WITH MATH!!!
Part of the Micro Focus group of companies, we are a fast-paced, all-hands-on-deck kind of environment where you are respected and listened to from day one. We have a start-up feel within the stability and structure of a large global company.
We are currently looking to fill a development position focused on extending the existing analytics platform and related capabilities to add unprecedented analytics flexibility for our customers. This will include enabling Data Scientists to manipulate and combine events and models to extend and customize the analytics in ways that provide unique value for each customer.
We’re looking for a software developer who’s passionate about what they do, takes a creative approach to problem solving and will be the champion for creating innovative machine learning hooks that deliver real value and perform in big data environments.
If you’re passionate about true machine learning and want to be part of a company building solutions that leverage the latest in big data technology, we want to talk to you!!
What you'll do:
Implement model data flows to support running cutting-edge machine learning techniques on massive amounts of data
Work with product managers and data scientists to turn new features and algorithms into beautiful, battle-tested code
Work with the technologies we use to analyze and identify cyber-security threats for our customers (Elasticsearch, Spark, HBase, Kafka, Vertica, NiFi, using Java and Scala)
Work side by side with some of the smartest minds in the fields of machine learning and behavioural analytics
Create efficient and robust cloud-based solutions, leveraging the best in cloud technologies.
Who you are:
Undergraduate or Masters’ degree in Computer Science or equivalent engineering experience
Strong interest in software design, distributed computing, and databases
Experience developing in a JVM environment (Java, Scala, Clojure)
At least two years of experience developing with or using Big Data & Analytics stacks/tools such as Hadoop, HBase, Spark, Presto and Vertica.
Experience implementing and using streaming platforms such as SparkSQL, Flink, Kafka, Storm, etc.
Experience with Kubernetes, Docker, Ansible or any other infrastructure or containerization management/automation platform.
Familiarity leveraging AWS EMR, Azure, GCP cloud technologies best practices to enable the distribution and analysis of big data on the cloud would be considered an asset.
Nice to haves:
Familiarity with data science or machine learning packages (pandas, R, TensorFlow, etc...)
Familiarity with virtualization technologies (VMWare ESX, Docker)
Contributions to open source software (code, docs or mailing list posts)
Interest in understanding and analyzing diverse types of data
#LI-DK1
#DiceDK
Job:
Engineering

Micro Focus is proud to be an Equal Opportunity Employer. Prospective employees will receive consideration without discrimination because of race, colour, religion, creed, gender, national origin, age, disability, marital or veteran status, sexual orientation, genetic information, citizenship or any other legally protected status",https://ca.indeed.com/rc/clk?jk=94c8fb3d469e5729&fccid=83cbd453678ade10&vjs=3
627,"Ottawa, ON",Numerator,Machine Learning Ops Engineer,NA,"Numerator is a data and technology company reinventing market research. Headquartered in Chicago, IL, Numerator has 1,600 employees worldwide. The company blends proprietary data with advanced technology to create unique insights for the market research industry that has been slow to change. The majority of Fortune 100 companies are Numerator clients.
Job Description
Numerator is looking for Machine Learning Ops Engineer to join our growing Research and Development team. This is a unique opportunity where you will get a chance to work with an established and rapidly evolving platform that handles millions of requests and massive amounts of events, and other data. In this position, you will be responsible for taking on new initiatives to design, build, and deploy high-performance deep learning models in a rapidly-scaling environment.

As a member of our team, you will make an immediate impact as you help build out and expand our technology platforms across several software products. This is a fast-paced role with high growth, visibility, impact, and ownership. Many of the decisions for new projects will be driven by you and your team from inception through production.

What you will get to do

Train machine learning and deep learning models on computing clusters to perform visual recognition tasks, such as segmentation and detection.
Build distributed, scalable, and reliable data pipelines that ingest and process data at scale and in real-time to feed machine learning algorithms.
Incorporate real-time data streams to produce highly predictive features in our models.
Work closely with data scientists, engineers, product managers, other teams, both internal and external stakeholders, owning a large part of the process from problem understanding to shipping the solution.
Support new models, systems & tools to help provide answers that allow Numerator to continue to build out the world's largest single-source set of purchase data across brands and retailers.
Create and maintain end-to-end data pipelines and APIs according to business needs.
Have the freedom to suggest and drive organization-wide initiatives while being part of providing the technical vision and strategy at Numerator.
Identify new opportunities to apply ML and other AI technologies across our products.

Skills & Requirements
What we are looking for

You have a blend of data engineering, machine learning, and product innovation skills that let you jump into a fast-paced environment and contribute on day one.
You have at least 3 years of experience designing and implementing software solutions for complex problems. Must have industry experience with building and deploying ML-based solutions.
You have a strong understanding of software engineering practices and fundamentals (including data structures, algorithms, and software design concepts) and you are very comfortable with OOP principles (Python (preferred), Java, Go and an eagerness to learn more).
You are familiar with monitoring and deployment tools and platforms, such as Docker, Kubernetes, Terraform, AWS Services.
You have experience in building real-world systems at an internet-scale for solving problems in recommendation systems, search, computer vision, or content understanding.
You have experience with designing, building, and maintaining production-grade machine learning pipelines and models.
You have working experience of classical ML and DL models, and libraries like Scikit-learn, Pytorch, Tensorflow.
You are a self-starter who is capable of learning on the job, take initiatives, and can pivot from blockers and develop new approaches.
You love building great products - You know how to engineer solutions that balance, robustness, scalability, and performance.

Extra, Nice to haves

Demonstrated ability to drive selection of machine learning approaches to solve specific problems coupled with the ability to clearly communicate tradeoffs.
Experience working with a MPP data warehouse (aka Redshift, Snowflake).
Experience configuring and optimizing data pipelines.
Experience in Marketing Analytics field.
Experience on AWS Sagemaker stack & pattern.
General software design patterns (REST, MVC, Auto-scaling, etc.).

What We Offer

An inclusive and collaborative company culture - we work in an open environment while working together to get things done and adapt to the changing needs as they come.
An opportunity to have an impact in a technologically data-driven company.
Ownership over data and environments in an industry-leading product.
Market competitive total compensation package.Volunteer time off and charitable donation matching.
Strong support for career growth, including mentorship programs, leadership training, access to conferences, and employee resources groups.Regular hackathons to build your own projects and Engineering Lunch and Learns.
Great benefits package including health/vision/dental, unlimited PTO, flexible schedule, 401K matching, travel reimbursement, and more.

If this sounds like something you would like to be part of, we'd love for you to apply! Don't worry if you think that you don't meet all the qualifications here. The tools, technology and methodologies we use are constantly changing and we value talent and interest over specific experience.

We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.",https://ca.indeed.com/rc/clk?jk=d239ff0b57354dbc&fccid=11f2ca9fb7278374&vjs=3
