,location,company,job_title,salary,job_description
435,"Toronto, ON",The Globe and Mail,SCRUM MASTER (DIGITAL & DATA SCIENCE),NA,"SCRUM MASTER (DIGITAL & DATA SCIENCE)

POSITION CODE: 2021-009
LOCATION: The Globe and Mail, Toronto
SALARY: Commensurate with qualifications and experience

POSITION OVERVIEW:

We work in a fast-paced environment where disruptive technologies emerge often and priorities change frequently. This role helps manage the chaos through the use of Agile methodologies such as Scrum, and keeps the team on the path to becoming high performing. The successful candidate will work with the product owners to prioritize the work of the highest value; keep the development team performing well by motivating them and removing obstacles; coaching people; facilitating agreement on the best technical approach; assisting with project planning and strategic vision. This successful candidate must be a team leader, mentor and coach.

KEY RESPONSIBILITIES:
Organize and facilitate backlog planning, daily stand-up meetings, reviews, retrospectives, sprint and release planning, demos and other Scrum-related meetings
Track and communicate team velocity, sprint/release progress, impediments
Ensure the development teams are practicing the core agile principles of collaboration, prioritization, team accountability, and visibility
Assist as needed with backlog maintenance
Coach Product Owners in best practice of writing user stories and epics
Assist with internal and external communication, improving transparency, and radiating information
Assist with prioritization and resolution of defects/bugs
Assist team with making appropriate commitments through story selection, task definition & estimation
Participate proactively in developing and maintaining team standards, tools, and best practices
Identify and remove impediments, prevent distractions; facilitate discussion and conflict resolution; empower the team to self-organize
QUALIFICATIONS:
University Degree of Computer Science or related field, Certified Scrum Master
5+ years’ experience with a software development life cycle leading teams of developers
3+ years’ experience in the Scrum Master role or Project Manager role
Strong communication skills, both verbal and written
Experience with web-based software application development
Proficiency with JIRA/Atlassian products



THE GLOBE AND MAIL INC. IS DEDICATED TO EQUITY IN THE WORKPLACE
At The Globe and Mail, we are committed to fostering an inclusive, accessible work environment, where all employees feel valued, respected and supported. The Globe and Mail offers accommodation for applicants with disabilities as part of its recruitment process. If you are contacted to arrange for an interview, please advise us if you require an accommodation."
436,"Toronto, ON",Xanadu Quantum Technologies Inc.,Machine Learning/Data Engineer,NA,"Summary of Position and Responsibilities

As part of Xanadu’s Machine Learning team, the selected candidate will be responsible for working with a multidisciplinary team of machine learning experts and quantum algorithm developers to bring machine learning models into production. They will develop, deploy, and maintain code, models, and pipelines leveraging various cloud providers and services; automate model training, testing, deployment, and monitoring; and design solution architectures for data driven applications.

Prospective applicants must have strong technical, programming, and mathematical skills. They must possess the ability to evaluate established methods and tools, learn new ones quickly, and apply their knowledge to solve practical problems. Applicants should be self-motivated and demonstrate the ability to successfully meet objectives. Familiarity with quantum computing is not essential for this position, but is a definite plus.

Basic Qualifications and Experience

MSc in Machine Learning, Mathematics, Computer Science, Physics, Engineering, or a related field.
Experience building and deploying production-grade machine learning applications at scale.
Strong software engineering skills across multiple languages (Python, Scala, Java, C++, etc.)
Experience building and supporting development environments for Machine Learning/Data Science teams.
Experience with distributed computing frameworks like Spark, Dask, or Hadoop.

Preferred Qualifications and Experience

PhD in Machine Learning, Mathematics, Computer Science, Physics, Engineering, or a related field.
Solid mathematical understanding of machine learning, statistical modelling, probability theory, and linear algebra.
Experience with frontend and backend web application development.
Passionate about agile software processes, data-driven development, reliability, testing, and continuous delivery.
Familiarity with and experience working in a fast-growing technology start-up environment.

If you are interested in this opportunity, please submit a copy of your CV along with a cover letter outlining why you think this is the right role for you!

Mission (https://xanadu.ai/about)
To build quantum computers that are useful and available to people everywhere. Learn more about our mission here (https://xanadu.ai/about).

Values (https://docs.google.com/presentation/d/1W_9jD_SxlVWMWzRxs1Nx7lHMDPX42aTLCiNTwkUli4s/edit?usp=sharing)
Our values are everything. They are fundamental and lay the foundation for culture at Xanadu. Learn more about our values here (https://docs.google.com/presentation/d/1W_9jD_SxlVWMWzRxs1Nx7lHMDPX42aTLCiNTwkUli4s/edit?usp=sharing).

At Xanadu, we are committed to building an inclusive, safe, and equitable culture and fostering an environment where our employees feel included, valued, and heard. We are committed to meeting the needs of all individuals and support a barrier-free workplace. Should you require accommodations at any point during the recruitment process please contact Human Resources at hr@xanadu.ai."
437,"Montréal, QC",wrnch,"Embedded Systems, Machine Learning Engineer",NA,"We’re looking for an experienced embedded systems machine learning engineer to join our Embedded Platform Optimization team. The team’s mandate is to harness the capabilities of embedded platforms from a variety of manufacturers, be it Qualcomm, Intel, NVIDIA, etc. to run wrnch.ai's latest innovations. After a product implementation has been completed you will then become a subject matter expert for that embedded platform and maintain and support it.

The types of projects you will be working on will include:

Grappling with specialized inference frameworks for a variety of edge devices (like Qualcomm SNPE, CoreML, etc.), ensuring that the platform implementation maximizes the use of on-board compute resources while maintaining the quality of ML inference results
Validating the output of ML inference on supported edge platforms, ensuring that your implementation meets the appropriate quality standard.
Handling a steady flow of new and improved ML models in the realm of human pose estimation, as the wrnch.ai toolset grows and evolves, and optimizing those for a number of edge platforms.Work with ML scientists to convert/optimize these models for a variety of edge platforms.
Assisting important customers with integration support of wrnch.ai's platform solutions into their hardware products.

Your typical day-to-day work will include tasks like:

Writing C/C++ code to implement the required i/o processing, and analyze the output of neural network inference in applications such as markerless motion capture on embedded devices

Participating in team scrums and agile sprint planning and review sessions
Developing an understanding of the strengths and weaknesses of a variety of ML inference frameworks, with a view to becoming an integration expert in those frameworks
Help maintaining internal pipelines for continuous integration/development on embedded hardware. Ensure these pipelines are up and running at peak efficiency. Contribute to architectural improvements of these pipelines.


In order to be considered, you must have:


Bachelor’s degree or higher in computer engineering, or related field.
5+ years of low-level programming and embedded application development experience in industry.
Experience with CI/CD tools such as TeamCity, Gitlab, etc., including setting up and maintaining CI/CD servers and agents.
Experience developing software, in C++ and Python, on embedded hardware such as Qualcomm Snapdragon, NVidia Jetson, Intel Myriad, Google Coral, Raspberry Pi, etc.
Experience with Machine Learning edge platform frameworks (e.g. SNPE, CoreML, OpenVINO, TensorFlow Lite).
Familiarity with cross-compilation toolchain and build systems (e.g. CMake).
Comfortable working in a collaborative environment (e.g. participate in SCRUM and planning meetings, contribute to and accepting peer code reviews, adhere to coding standards).
Dedication to writing production-quality code that is robust, elegant, portable and bug-free.

We’d also love it if you had the following (though not required):

Intermediate to advanced proficiency level in Python.
Intermediate level knowledge of modern C/C++ standards
Experience converting TensorFlow models to other inference framework formats. Experience optimizing neural network inference speed (e.g. model quantization/recalibration).
Experience training and optimizing machine learning algorithms (e.g. quantize/recalibrate neural network models).
Experience with GPGPU compute frameworks (e.g. CUDA, OpenCL, Metal, Vulkan, OpenGL ES 3.1+).
Experience in system programming.

What comes next?


If you think this challenge is right for you, we encourage you to apply. Our application process is quite simple so, it won't take long. Upon submission, you’ll receive an email outlining the steps in our recruitment process.

wrnch is an equal opportunity employer. If you require special accommodations, please apply and you will receive instructions on how to contact us to discuss.

About wrnch - Create something bigger through AI.

wrnch is the global leader in human-centric computer vision!

Our mission is to enable computers to see and understand humans in the same way people do, so that developers can deliver vision-based solutions. Our customers include the largest media and entertainment companies in the world. Together, we build magical experiences that make everyday lives safer, healthier and a lot more fun.

Our flagship product, the wrnchAI engine, processes digital images from cameras and videos using deep learning models to detect humans in images, recognize skeletons and shapes, understands motion and gestures, and deliver results so that computers can respond rapidly to what is seen. It analyzes regular 2D RGB video and returns 3D motion, 3D shape and 3D intent data in real-time."
438,"Vancouver, BC",Cymax Stores,Data Analyst,NA,"The Role
Do you want to work closely with the data and processes of a successful e-commerce business? We’re looking for a Data Analyst to transform insights gained from data into actionable recommendations to drive sales and profit. In this role, you’ll be working to analyze & improve the way we do things, by defining requirements, and then creating solutions.
The Team
Our Analytics team prides itself in providing everyone at Cymax with timely, accurate, and actionable information. Our hardworking team makes this possible by collecting, analyzing and reporting data to give insight into the big picture. Whether through Business Intelligence, Data Science or Operations Research, we use our expertise in big data to facilitate business decisions.
What you’ll do:
Gain a deep understanding of the business by seeking information beyond the surface level. You’ll investigate the source, the definition, and foundational roots of a data element in order to synthesize valuable information for the business.
Work with internal stakeholders to determine business requirements and deliverables on an on-going basis, to help the business make data-driven decisions.
Collect, clean, validate and analyze complex data from multiple sources. You will be responsible for detecting patterns and problems within data and suggesting improvements.
Actively using data to determine market and business trends, identify potential problems and provide recommendations (pricing optimizations, etc.) for increasing profit and sales.
Working closely with Data Engineers and BI Analysts to improve data accuracy and completeness, reports usability and generating more actionable insights.
Summarizing findings and supporting presentation materials for communication with internal and external stakeholders.

Who you are:
Advanced experience and knowledge in SQL
Intermediate to advanced experience of Excel
Experience with data warehouse concepts and foundations
Excellent written, oral, and interpersonal communication skills
Ability to communicate ideas in both technical and user-friendly language
Ability to balance multiple demands and work both independently and as part of a team
Creative problem solving skills with excessive attention to detail
Passion for the data analysis and visualization
Experience working in a fast-paced environment with SCRUM/Agile methodologies
Prior experience working within an Ecommerce environment would be an asset

Nice to have:
Familiar with Data Mining, Statistical and Quantitative Analysis
Experience with scripting languages (Python/R) and functional programming
Experience with visualization tools like Microsoft Power BI or Tableau
Experience in Data Analysis Expressions (DAX)

Why work here!
Based in Burnaby, BC, Cymax Group is one of North America’s largest e-commerce furniture retailers with over 230,000 furniture SKUs - making us a leader in online sales for all items home and office. We pride ourselves on our unique culture, consisting of impressive team members from all walks of life working together to contribute to the amazing growth we’ve seen. With regular company socials and tons of opportunities to learn, we strive to be the most engaging office in Canada.
We’re looking to hire talented people (like you!) to join our passionate team that will support you as you continue to advance your career."
439,"Toronto, ON",Xanadu Quantum Technologies Inc.,Researcher - Quantum Machine Learning,NA,"About Xanadu
Xanadu is a Canadian quantum technology company with the mission to build quantum computers that are useful and available to people everywhere. Founded in 2016, Xanadu has become one of the world's leading quantum hardware and software companies and is developing the world’s first photonic quantum cloud computing platform. The company also leads the development of PennyLane, an open-source software library for quantum machine learning and application development.

You will join Xanadu’s Software & Algorithms team, working with a world-class team of researchers to build the theoretical and practical foundations of quantum machine learning, variational quantum algorithms, and quantum differentiable programming. You will conceive, undertake, and supervise projects which have an outsized impact, helping to establish the fundamentals of an emerging new field. Your ideas will have lasting influence and be used by thousands of researchers, developers, and enthusiasts worldwide.

Skills and Experience:

To succeed in this role, you should have the following:
Expertise in the theory and practice of variational quantum algorithms and related fields like quantum chemistry, quantum optimization, etc.
Familiarity with recent developments and ideas in both quantum computing and in machine learning
Ability to make connections between different scientific fields, and successfully port ideas from one field to another
Skilled at using scientific software tools (e.g., Python) and quantum computing hardware to explore ideas and implement algorithms
Familiarity with limitations, restrictions, and imperfections in current quantum hardware devices and knowledgeable of mitigation practices
Experience supervising, mentoring, and collaborating with others on successful research projects
Proven ability to drive research projects from idea to execution
Comfort working in a fast-paced tech-focused work environment
High standards for scientific writing, both at a technical and a popular level
Strong team player

Qualifications:

5+ years of experience working as a researcher in quantum computing or machine learning
PhD in Computer Science, Physics, Mathematics, Engineering, or Machine Learning with relevant postdoctoral experience preferred
Scientific track record in the topic area of quantum machine learning, as evidenced by recent publications

Mission (https://xanadu.ai/about)
To build quantum computers that are useful and available to people everywhere. Learn more about our mission here (https://xanadu.ai/about).

Values (https://docs.google.com/presentation/d/1W_9jD_SxlVWMWzRxs1Nx7lHMDPX42aTLCiNTwkUli4s/edit?usp=sharing)
Our values are everything. They are fundamental and lay the foundation for culture at Xanadu. Learn more about our values here (https://docs.google.com/presentation/d/1W_9jD_SxlVWMWzRxs1Nx7lHMDPX42aTLCiNTwkUli4s/edit?usp=sharing).

At Xanadu, we are committed to building an inclusive, safe, and equitable culture and fostering an environment where our employees feel included, valued, and heard. We are committed to meeting the needs of all individuals and support a barrier-free workplace. Should you require accommodations at any point during the recruitment process please contact Human Resources at hr@xanadu.ai."
440,"Montréal, QC",Certara,"1775- Sr. Director, Analytics and Modeling",NA,"Certara company overview: Certara is the global leader in advancing modern, efficient drug development.
We provide proven modeling & simulation, regulatory and real-world value assessment software platforms and services. In partnership with our clients, we help reduce clinical trial burden, accelerate regulatory approval and increase patient access to medicines.

Job Overview:
The position will be responsible for the management and oversight of the Certara EvA Analytics and Modeling center of excellence, a team with a wide range of analytical backgrounds including biostatistics, epidemiology, programming ( R, SAS), advanced mathematics, bio-simulation, statistical modelling and other advanced analytics disciplines in the rapidly emerging healthcare data analytics field. The Analytics and Modeling COE within Certara EvA is responsible to support the variety of service offerings of Certara, including health economic modeling, clinical trial and real-world data analytics, predictive modeling and precision medicine. Furthermore, the COE is responsible for the development of proprietary analytic tools and algorithms to automate common processes and create operational efficiencies and to support new product development.

Responsibilities:
Operations:
Assure efficient and profitable performance of our suite of analytic services creating a sustainable and scalable resource for EvA as well as broader Certara organization. Assure efficient cross resourcing and collaboration with other EvA and Certara-wide teams on multidisciplinary and global projects and programs
 Support Business Development as needed, including client account management, proposal development, bid defense, etc.
Support internal scientific and technical development such as methodology or software developments
Participate actively to the development of cross functional projects support
Serve as an internal senior expert and support internal/external trainings and communications in data science, modelling and simulation or related quantitative sciences

Talent management:
Oversee current team of international analytics and modeling staff (approximately 15 staff) and recruit additional staff commensurate with growth for the business
Recruit top tier talent to build upon the existing team to solidify Certara’s position as one of the top providers in the area of of model informed drug development and commercialization, including advance real-world data analytics, predictive modeling and simulation.
Oversee a measurement and reward framework that includes goal setting, KPIs, variable rewards structures, etc. that drive behaviors that are supportive of individual and team success.
Cultivate a high-performance yet collaborative culture that can drive sustained growth.
As part of executive committee, seniority and indirect leadership expected across EvA business.

Education, Experience, Training, and Knowledge:
PhD in a quantitative discipline such as statistics, mathematics, physics, etc.
At least 10 years of relevant post-graduate work experience and at least 5 years in a management role
Experience in a CRO, in the pharma industry or health-related consultancy is a strong plus
Exposure to pharmaco-epidemiology, Real World Data/Evidence, market access and HEOR is a strong plus
Experience of managing highly numerate PhD-level scientists is a plus
A world-class publication record is a plus

Skills & Abilities:
Experience with Bayesian modelling is essential
Deep understanding and wide experience in a range of statistical, mathematical and algorithmic techniques
Hands-on experience and strong skills in statistical programming with more than one package (R, SAS, WinBUGS, C++, etc.)
Business acumen for advanced analytical services in the healthcare sector
Ability to conceive and implement modelling and simulation solutions for complex business or public health issues, in challenging timelines
Ability to effectively prioritize and manage multiple projects, in multidisciplinary, multi-country and multi-cultural working environments
Strong communication skills, spoken and written, including to communicate results from complex analysis audience to decision makers or senior management
Professional English written and spoken

OTHER INFORMATION:
Number of Employees Supervised: ~15
Percentage of Travel Required: 10-20%
Special Requirements: None

Certara is an Equal Opportunity Employer. Certara does not discriminate on the basis of race, religion, color, sex, gender identity, sexual orientation, age, non-disqualifying physical or mental disability, national origin, veteran status or any other basis covered by appropriate law. All employment is decided on the basis of qualifications, merit, and business need.

#LI-HM1"
441,"Vancouver, BC",Canada Drives,Data Scientist,NA,"At Canada Drives, we believe the experience of buying a vehicle should be easy and satisfying. Since 2010, we have used technology to simplify the process of finding the right vehicle for any Canadian of all financial circumstances. Through our online application process today we connect nearly half a million Canadians per year with dealerships across Canada.

For our next decade, we are excited to launch 100% online vehicle purchasing, with wide selection, great deals, and with speedy at-home delivery. Our vision is that buying and financing a vehicle will be fair, fast, simple and seamless.

We are excited to be offering this role and we want you to join our expanding team!

What You’ll Be Doing:

We have available positions for curious, motivated analytical experts to bring the power of data-driven insights to the automotive retail and consumer finance customer experience. Your work will impact potentially millions of Canadians, helping match customers with the perfect vehicle, at the right price and with the best financing. As a Data Scientist, you will have the opportunity to apply a range of methods and tools from machine learning, statistics, data analysis, operations research and modern programming to a range of use cases across the automotive retail experience. You will be a trusted resource inside Canada Drives, providing insights, reports and sharing the data story.

We are seeking someone who will thrive and be a champion of our culture of learning, entrepreneurship, and shared accountability. We have a unique opportunity to grow our data team from the ground up, taking advantage of an industry-leading data access to transform the retail automotive experience for Canadians.

NOTE – This is a full time permanent position, eligible for remote/work-from-home position and is open to all applicants from across Canada who are legally entitled to work in Canada. Preference will be for candidates with proximity to Vancouver.

What You Should Already Have:

A Bachelor’s degree in a quantitative field, such as Engineering, Computer Science, Economics, Mathematics or a similar technical discipline.
2+ years experience in applying analytics, data engineering or data science
Proficiency in working with SQL, Python and/or R across large data sets
Proficiency in using modern data visualization tools, such as Tableau, PowerBI or similar
Confident communication skills and a willingness to seek our needs and find answers
The ability think think critically about complex problems, challenge assumptions and implement creative solutions


What Would Be Nice To Have:

A Master's degree or higher, focused in data science, analytics or software engineering
Experience applying data science in the eCommerce, logistics, digital marketing or consumer finance domains
Familiarity with related disciplines such as project management, user experience design, software development and digital marketing
Experience in establishing data technology foundations for agile business intelligence, data lakes and data workbenches, and applied machine learning/AI
Experience with large-scale data analysis technologies (e.g. Relational and NoSQL data stores, Spark framework, and cloud development in the AWS Ecosystem)
Experience working with Salesforce data models and with applications across the Salesforce Ecosystem
Specializations and applied experience in the following areas:
Pricing Analysis and Appraisal
Customer Segmentation and Intent Modeling
Marketing Attribution and Targeting
Logistics Simulation and Optimization
Recommendation Engines
Funnel Analysis and Site Flow Optimization
Consumer Credit and Risk Modeling"
442,"Montréal, QC",MindGeek Careers,Senior Data Analyst - Data Warehouse Services,NA,"The Data Warehouse Services team plays a vital role in our organization. They are responsible for storing vast quantities of data from many sources and responsible for disseminating data across the organizations to various different groups. They are one of the backbones of data at our organization and they are seeking a Senior Data Analyst to join their team.

What you'll be doing:

Work with internal constituents, including; Directors, Analysts, and Developers to understand business requirements/goals, and help capture the strategy, content, and features for layout of our reporting environments.
Working with business partners at all levels to discuss data analysis/requirements
Analyze data and structure from data marts
Work effectively in a fast-paced environment, where multi-tasking may be necessary
Participate in brainstorming sessions regarding functional requirements, content organization, process flow, and report specifications.
Develop queries for investigation of data issues or creation of new report structures for business units.
Partner with Database administrators and developers to establish high-level time and effort estimates based on client requirements during report project kickoffs, and then refining the estimate during each iteration.
Collaborate with Project Managers to identify project status, potential risks and issues.
Become a subject area expert
Assist in the coordination of development road-maps

What you'll need to be successful:

Use knowledge of tools to create extract analysis from SQL server/excel/powerbi/cubes is a must
Strong customer support experience is a must (dealing with internal clients)
This is a senior position so we require strong technical skills:
TSQL / SQL / Mysql
Excel
PowerBI
Understanding Data flow Concepts
Understanding Business Model Concepts


As an equal opportunity employer, we celebrate diversity and are committed to creating an inclusive environment for all employees"
443,"Vancouver, BC",Semios,Computer Vision Scientist,NA,"Who we are:
Semios is a market leader in leveraging the internet-of-things (IoT) and big data to improve the sustainability and profitability of specialty crops. With 500 million data points being reported by our sensors every day, we leverage our big data analytics, such as in-depth pest and disease modeling, to empower tree fruit and tree nut growers with decision-making tools to minimize resources and risks.
Our innovative work has received several industry awards:
THRIVE - Top 50 Leading AgTech (2020) – recognized as exemplifying some of the best in agriculture technology around the globe.
Global CleanTech Top 100 (2020) – identified as one of the companies best positioned to solve tomorrow’s clean technology challenges.
One of our partners produced this short video which shows what we do and our positive environmental impact.
We know our journey is only achievable by having a great team who shares ideas, tries new things and learns as we go.
Who you are:

Motivated by meaningful work, you are looking for more than just a job; you want to work for a dynamic, growing company that finds solutions to real-life problems, such as helping the world reduce the use of pesticides and helping nature feed a growing population. Your ideal work environment includes a collaborative team spirit with the opportunity to learn and grow as you take the initiative to try new things.
Someone who is passionate about extracting actionable insight from geo-spatial imagery in an effort to improve the world’s food supply.

What you will do:

Analyze multi-spectral, hyper-spectral satellite, drone, and stationary imagery for insight on plant health and environmental factors affecting plant health
Design and implementing AI solutions that solve challenges using computer vision, anomaly detection, and time-series analysis
Initiate and work on projects characterized by innovation and experimentation; in content, technologically, and visually

Requirements
We want you to succeed, so you will need:
Extensive experience interpreting geo-spatial imagery (optical, multispectral, thermal). Experience with Hyperspectral and microwave is an asset.
Strong ML programming skills necessary to identify patterns in different imagery bands that correlate with other plant health measurements
Background in mathematics
Experience with deep learning frameworks
Experience writing SQL queries
Ability to translate product management, engineering, and business constraints into data science questions
Ability to work in a fast-paced environment
Ability and desire to learn new technologies quickly
Strong problem solving and analytical skills
Excellent presentation, written, and verbal communications skills
Nice to have:
Experience with:
Tensorflow, Python (Pytorch), Tensorflow, GDAL, SQL, OpenCV, QGIS, ArcGIS, Matlab
Version control platforms like git
Jira and agile software development
Agriculture
Benefits
Why this is the opportunity for you:
Sleep better knowing you're making the world a better place through more sustainable food production
Work with a team that values fun, laughter, and each other
Have a lasting impact as you help to build a company
Learn a lot along the way!"
444,"Vancouver, BC",Motion Metrics International Corp.,Machine Learning Developer (Full-time),NA,"Who we are:
Motion Metrics International provides intelligent monitoring solutions for mining industry. It offers a suite of products to increase efficiency and safety of mining operations using cutting edge technologies in computer vision and machine learning. We are looking for a Machine Learning Developer who is passionate about solving challenging computer vision and machine learning problems in collaboration with other data scientists and developers. AI team members will be involved in various stages of algorithm development from research to production, which includes AI model development for embedded, edge and cloud environments.
What you will do:
Review the literature for the state-of-the-art computer vision and machine learning methodologies.
Design and implement proprietary machine learning algorithms and optimize them based on runtime system requirements and constraints.
Propose, implement and monitor validation and performance metrics for the proprietary algorithms.
Conduct code reviews and work closely with the software/hardware teams to transfer the prototyped models to the production environment.
Setup the development pipeline including data management and deployment through continuous integration scheme.
Must have:
Master’s Degree or higher in Computer Science or a related technology/engineering field.
3+ years of hands-on experience in developing and implementing and evaluating machine learning models algorithms.
Solid understanding of statistical learning algorithms, including (self, semi) supervised, unsupervised and transfer learning and computer vision algorithms.
Proficiency in Python and version control.
Basic familiarity with object- and service-oriented design, API development, containerization, and complexity analysis.
Solid experience with TensorFlow, PyTorch and OpenCV.
Familiarity with image processing algorithms.
Strong analytical, communication and presentation skills.
Nice to have:
Published papers in top conferences or journals such as CVPR/ICCV/NeurIPS/IEEE Transactions
Experience with cloud architecture design and deployment
Experience with web api design and development
Familiarity with software design patterns
Hands on C++ programming
Motion Metrics International Corp offers a generous compensation package and benefits, as well as a fun and driven work environment and culture. Interested candidates please submit your resume with a cover letter. Due to high volume of applications we receive, only those selected for an interview will be contacted. Thank you."
445,"Vancouver, BC",XGen,Machine Learning Engineer / AI Engineer,"
$100,000 - $150,000 a year","XGen is looking for an Artificial Intelligence Engineer to work directly under their Lead AI Engineer to help design, develop, and evaluate machine learning models and recommendation engines. XGen offers employees a flexible working schedule so long as they meet forty hours of weekly production; our core hours are 10:00 am-4:00 pm Monday-Friday. We regularly play team games, treat employees to lunch, and furnish employee hardware needs.ResponsibilitiesHelp to contribute to our company strategy for development, expansion, and overall company growth.Design, develop, and evaluate machine learning models and recommendation engines.Maintain and expand scalable and automated processes for large scale model training, evaluation, and deployment.Provide exploratory analysis and data transformation on historical customer data.Contribute to a live prediction infrastructure making millions of predictions per day.QualificationsPragmatic experience with deploying workable, efficient, and scalable models for multiple clients.Must be comfortable working on existing pre-built engine architecture (bottom-up prediction engine and architecture already in place).Familiar with event-based / consumer behavioral predictions.Bachelor’s degree or equivalent experience in Computer Science.3+ years of experience building and maintaining production-ready machine learning models.Solid understanding of deep learning (CNN / RNN / GAN).Proficient in Python, Tensorflow, and Pandas.Experience building pipelines for large scale data processing.Candidates must be passionate about AI and solving difficult problems. The position involves a steep learning curve, so the candidates should feel comfortable learning new technologies and frameworks rapidly.Bonus PointsExperience with Natural Language Processing models.Experience with distributed training of deep neural networks - data parallelism, model parallelism, distributed task execution frameworks.Familiarity with cloud computing and cloud platforms (AWS, Google Cloud, etc.).Experience with Big Data Technologies (Hadoop, Spark, etc.).Experience working with large datasets (terabytes).Compensation/Benefits:Competitive salaryHealth, dental, and vision after the probationary period is complete18 days PTOEqual Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender, or national origin.Job Types: Full-time, PermanentPay: $100,000.00-$150,000.00 per yearBenefits:Company eventsFlexible schedulePaid time offWork from homeSchedule:8 hour shiftMonday to FridayExperience:event-based model: 5 years (Required)Machine Learning: 5 years (Required)industry recommender system: 2 years (Required)Education:Bachelor's Degree (Required)Work remotely:Yes, temporarily due to COVID-19"
447,"Montréal, QC",Tempo Software Inc.,"Senior Product Manager, Machine Learning Automation","
$50,000 - $130,000 a year","Open to worldwide talent!We are always looking for new talent to join us in our mission to optimize time tracking. As one of the largest, award-winning, and top-selling app vendors in the Atlassian Ecosystem, we hire only the best and brightest.What does Tempo do? We enable companies to grasp the true value of time and get meaningful insights into their operations. With our products, managers know exactly how their teams are spending their hours each day. From billing, to resource management, to cost tracking, we are proud to give our customers data they can use. Lately we have been expanding into new ecosystems, most recently Zendesk. It’s an exciting time, with lots of innovation and growth on the horizon!Our reach is wide: we are happy to support more than 20,000 customers all over the world. We are looking for candidates to bring fresh perspectives to our amazing teams located in Iceland, Sweden, Canada, and the USA.Join us and discover the thrill of being part of a team that is not only digging deep in automation, AI and cool tech but also builds great and reliable products our teams and customers love!About The JobTempo is looking to hire Senior Product Manager, Machine Learning Automation.We are looking for someone passionate and experienced in enterprise data, automation and machine learning. We are looking for a Senior Product Manager that can drive enterprise data and machine learning across Tempo products and product teams. Product Managers own their initiatives end-to-end and are responsible for their ultimate success. This is a high impact role that is well-suited to highly collaborative people who are excited by the challenge of identifying, validating, building and launching new products.The role involvesDefine product strategy and vision and own the product roadmap and related literatureAddress bottlenecks, identify inefficiencies, anticipate and make trade-offs; balance the business and customers needs versus technical constraintsOwn business metrics for customer engagement, and operational reliability. Design mechanisms to ensure long-term product or business successOwn Business Requirement Documents, User Stories, Use Cases, and Product Strategy documentsEvaluate technical solutions with alternatives and decompose significantly complex problems into concise and effective technical propositionsPartner with multiple tech and product teams across multiple locations with varying sets of priorities to ensure a timely delivery of the solutionThe ideal candidateBachelor's degree in Business, Science, Engineering (or Technology)MBA or Masters in Engineering/Science (an asset)5+ yrs. In Engineering, Product Management or relevant experienceKnowledge of basic SQL, query, data analysis, and cost-benefit analysisRequired experience in Machine Learning and/or data science product developmentKnowledge of software development, coding, and software architecture preferredExperience in scrum, agile development and software development solutions like JiraExperience working with in-house technology teams and product teamsExcellent oral and written communication skillsAbility to think clearlyAbility to analyze quantitativelyHighly developed problem-solving capabilitiesAbility to support scope of requirements and prioritize featuresWhat's In It For YouRemote work!Unlimited vacation in most of our locations!!Great benefits plan including health, dental, vision and moreGreat office spaces in Canada & IcelandDiverse and dynamic teamsChallenging and exciting workAn opportunity to have a real impact on our businessFree breakfast and snacksA great range of social activitiesAnd so much more!!Note:  As our hiring teams are global, please submit your resume in English only!Job Type: Full-timeSalary: $50,000.00-$130,000.00 per yearSchedule:8 hour shiftWork remotely:Yes, always"
